season_stage,player,gp,g,a,tp,pim,pm,position,team,teamid,playerid,year,url,shortname,gpg,apg,ppg,perc_team_g,perc_team_a,perc_team_tp,league
Regular Season,Ryan Dimillo,16.0,7.0,8.0,15.0,0.0,0.0,['C'],OTT,6850,330516,2015-2016,https://www.eliteprospects.com/player/330516/ryan-dimillo,ryan-dimillo,0.438,0.5,0.938,0.091,0.057,0.069,CCHL2
Regular Season,Justin Turner,42.0,5.0,9.0,14.0,6.0,0.0,['F'],OTT,6850,299678,2015-2016,https://www.eliteprospects.com/player/299678/justin-turner,justin-turner,0.119,0.214,0.333,0.025,0.025,0.025,CCHL2
Regular Season,Zack Seguin,41.0,4.0,10.0,14.0,10.0,0.0,['F'],OTT,6850,367529,2015-2016,https://www.eliteprospects.com/player/367529/zack-seguin,zack-seguin,0.098,0.244,0.341,0.02,0.028,0.025,CCHL2
Regular Season,Adamo Pietrantonio,15.0,3.0,10.0,13.0,0.0,0.0,['LW'],OTT,6850,410940,2015-2016,https://www.eliteprospects.com/player/410940/adamo-pietrantonio,adamo-pietrantonio,0.2,0.667,0.867,0.042,0.076,0.064,CCHL2
Regular Season,Matthew Cowley,42.0,3.0,8.0,11.0,29.0,0.0,['D'],OTT,6850,252329,2015-2016,https://www.eliteprospects.com/player/252329/matthew-cowley,matthew-cowley,0.071,0.19,0.262,0.015,0.022,0.019,CCHL2
Regular Season,Alex Robinson,13.0,2.0,6.0,8.0,10.0,0.0,['D'],OTT,6850,150101,2015-2016,https://www.eliteprospects.com/player/150101/alex-robinson,alex-robinson,0.154,0.462,0.615,0.032,0.053,0.045,CCHL2
Regular Season,Cameron Cornwall,8.0,2.0,2.0,4.0,2.0,0.0,['LW'],OTT,6850,117941,2015-2016,https://www.eliteprospects.com/player/117941/cameron-cornwall,cameron-cornwall,0.25,0.25,0.5,0.052,0.029,0.037,CCHL2
Regular Season,Liam Markhauser,7.0,0.0,4.0,4.0,0.0,0.0,['D'],OTT,6850,299476,2015-2016,https://www.eliteprospects.com/player/299476/liam-markhauser,liam-markhauser,0.0,0.571,0.571,0.0,0.066,0.042,CCHL2
Regular Season,J.J. Boucher,2.0,3.0,0.0,3.0,0.0,0.0,['D'],OTT,6850,299477,2015-2016,https://www.eliteprospects.com/player/299477/j.j.-boucher,j.j.-boucher,1.5,0.0,1.5,0.312,0.0,0.111,CCHL2
Regular Season,Andre Giordano,13.0,1.0,2.0,3.0,6.0,0.0,['D'],OTT,6850,269313,2015-2016,https://www.eliteprospects.com/player/269313/andre-giordano,andre-giordano,0.077,0.154,0.231,0.016,0.018,0.017,CCHL2
Regular Season,Austin Lamont,7.0,0.0,2.0,2.0,0.0,0.0,['D'],OTT,6850,203544,2015-2016,https://www.eliteprospects.com/player/203544/austin-lamont,austin-lamont,0.0,0.286,0.286,0.0,0.033,0.021,CCHL2
Regular Season,Brendan Whitlaw,12.0,0.0,2.0,2.0,2.0,0.0,['D'],OTT,6850,269356,2015-2016,https://www.eliteprospects.com/player/269356/brendan-whitlaw,brendan-whitlaw,0.0,0.167,0.167,0.0,0.019,0.012,CCHL2
Regular Season,Josh Bifolchi,1.0,0.0,1.0,1.0,0.0,0.0,['RW'],OTT,6850,398054,2015-2016,https://www.eliteprospects.com/player/398054/josh-bifolchi,josh-bifolchi,0.0,1.0,1.0,0.0,0.115,0.074,CCHL2
Regular Season,Cole Morrison,6.0,0.0,1.0,1.0,6.0,0.0,['F'],OTT,6850,258829,2015-2016,https://www.eliteprospects.com/player/258829/cole-morrison,cole-morrison,0.0,0.167,0.167,0.0,0.019,0.012,CCHL2
Regular Season,Anthony Tulipano,1.0,0.0,0.0,0.0,0.0,0.0,['F'],OTT,6850,352950,2015-2016,https://www.eliteprospects.com/player/352950/anthony-tulipano,anthony-tulipano,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
Regular Season,Dylan Sharpley,1.0,0.0,0.0,0.0,2.0,0.0,['F'],OTT,6850,269354,2015-2016,https://www.eliteprospects.com/player/269354/dylan-sharpley,dylan-sharpley,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
Regular Season,Michael Cheung,2.0,0.0,0.0,0.0,0.0,0.0,['LW'],OTT,6850,400390,2015-2016,https://www.eliteprospects.com/player/400390/michael-cheung,michael-cheung,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
Regular Season,Dakota Mayappo,2.0,0.0,0.0,0.0,4.0,0.0,['F'],OTT,6850,291425,2015-2016,https://www.eliteprospects.com/player/291425/dakota-mayappo,dakota-mayappo,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
Regular Season,Nathan Lowry,3.0,0.0,0.0,0.0,0.0,0.0,['D'],OTT,6850,400391,2015-2016,https://www.eliteprospects.com/player/400391/nathan-lowry,nathan-lowry,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
Regular Season,Matthew Clifford,3.0,0.0,0.0,0.0,0.0,0.0,['D'],OTT,6850,253591,2015-2016,https://www.eliteprospects.com/player/253591/matthew-clifford,matthew-clifford,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
Regular Season,Nicholas Dunnion,13.0,0.0,0.0,0.0,2.0,0.0,['D'],OTT,6850,269320,2015-2016,https://www.eliteprospects.com/player/269320/nicholas-dunnion,nicholas-dunnion,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
Regular Season,Lucas Driscoll-McKinnon,42.0,21.0,57.0,78.0,12.0,0.0,['RW'],PER,6846,298788,2015-2016,https://www.eliteprospects.com/player/298788/lucas-driscoll-mckinnon,lucas-driscoll-mckinnon,0.5,1.357,1.857,0.085,0.14,0.119,CCHL2
Regular Season,Dylan McNamara,44.0,38.0,38.0,76.0,22.0,0.0,['RW'],PER,6846,367516,2015-2016,https://www.eliteprospects.com/player/367516/dylan-mcnamara,dylan-mcnamara,0.864,0.864,1.727,0.147,0.089,0.111,CCHL2
Regular Season,Danick Genest,43.0,26.0,37.0,63.0,36.0,0.0,['RW'],PER,6846,367515,2015-2016,https://www.eliteprospects.com/player/367515/danick-genest,danick-genest,0.605,0.86,1.465,0.103,0.088,0.094,CCHL2
Regular Season,Matthew Labrosse,37.0,27.0,28.0,55.0,22.0,0.0,['LW'],PER,6846,298780,2015-2016,https://www.eliteprospects.com/player/298780/matthew-labrosse,matthew-labrosse,0.73,0.757,1.486,0.124,0.078,0.095,CCHL2
Regular Season,Karson McCartney,31.0,29.0,22.0,51.0,28.0,0.0,['C'],PER,6846,97931,2015-2016,https://www.eliteprospects.com/player/97931/karson-mccartney,karson-mccartney,0.935,0.71,1.645,0.16,0.073,0.106,CCHL2
Regular Season,Nicolas Brazeau,20.0,12.0,28.0,40.0,12.0,0.0,['C'],PER,6846,127108,2015-2016,https://www.eliteprospects.com/player/127108/nicolas-brazeau,nicolas-brazeau,0.6,1.4,2.0,0.102,0.144,0.128,CCHL2
Regular Season,Adam Morton,40.0,11.0,26.0,37.0,8.0,0.0,['D'],PER,6846,207897,2015-2016,https://www.eliteprospects.com/player/207897/adam-morton,adam-morton,0.275,0.65,0.925,0.047,0.067,0.059,CCHL2
Regular Season,Guillaume Coovi-Sirois,44.0,16.0,20.0,36.0,8.0,0.0,['RW'],PER,6846,156678,2015-2016,https://www.eliteprospects.com/player/156678/guillaume-coovi-sirois,guillaume-coovi-sirois,0.364,0.455,0.818,0.062,0.047,0.052,CCHL2
Regular Season,Brandon Mendham,42.0,13.0,23.0,36.0,28.0,0.0,['D'],PER,6846,127547,2015-2016,https://www.eliteprospects.com/player/127547/brandon-mendham,brandon-mendham,0.31,0.548,0.857,0.053,0.056,0.055,CCHL2
Regular Season,Mark Vanderzyde,40.0,5.0,20.0,25.0,16.0,0.0,['D'],PER,6846,365982,2015-2016,https://www.eliteprospects.com/player/365982/mark-vanderzyde,mark-vanderzyde,0.125,0.5,0.625,0.021,0.051,0.04,CCHL2
Regular Season,Marc-Andre Leblanc,40.0,10.0,14.0,24.0,10.0,0.0,['F'],PER,6846,367513,2015-2016,https://www.eliteprospects.com/player/367513/marc-andre-leblanc,marc-andre-leblanc,0.25,0.35,0.6,0.043,0.036,0.038,CCHL2
Regular Season,Alexandre Ferraton,43.0,4.0,20.0,24.0,12.0,0.0,['D'],PER,6846,254851,2015-2016,https://www.eliteprospects.com/player/254851/alexandre-ferraton,alexandre-ferraton,0.093,0.465,0.558,0.016,0.048,0.036,CCHL2
Regular Season,Gabriel Laurin,21.0,13.0,10.0,23.0,6.0,0.0,['F'],PER,6846,162860,2015-2016,https://www.eliteprospects.com/player/162860/gabriel-laurin,gabriel-laurin,0.619,0.476,1.095,0.106,0.049,0.07,CCHL2
Regular Season,Nick Vala,43.0,7.0,10.0,17.0,6.0,0.0,['RW'],PER,6846,400143,2015-2016,https://www.eliteprospects.com/player/400143/nick-vala,nick-vala,0.163,0.233,0.395,0.028,0.024,0.025,CCHL2
Regular Season,Anthony Scattolon,30.0,5.0,11.0,16.0,0.0,0.0,['F'],PER,6846,299672,2015-2016,https://www.eliteprospects.com/player/299672/anthony-scattolon,anthony-scattolon,0.167,0.367,0.533,0.028,0.038,0.034,CCHL2
Regular Season,Scott Leboeuf,42.0,2.0,13.0,15.0,12.0,0.0,['D'],PER,6846,206860,2015-2016,https://www.eliteprospects.com/player/206860/scott-leboeuf,scott-leboeuf,0.048,0.31,0.357,0.008,0.032,0.023,CCHL2
Regular Season,Owen Phillps,35.0,5.0,5.0,10.0,12.0,0.0,['LW'],PER,6846,367067,2015-2016,https://www.eliteprospects.com/player/367067/owen-phillps,owen-phillps,0.143,0.143,0.286,0.024,0.015,0.018,CCHL2
Regular Season,Joey Larcher,11.0,2.0,8.0,10.0,18.0,0.0,['LW'],PER,6846,251677,2015-2016,https://www.eliteprospects.com/player/251677/joey-larcher,joey-larcher,0.182,0.727,0.909,0.031,0.075,0.058,CCHL2
Regular Season,Nick Villeneuve,21.0,1.0,7.0,8.0,12.0,0.0,['LW'],PER,6846,127434,2015-2016,https://www.eliteprospects.com/player/127434/nick-villeneuve,nick-villeneuve,0.048,0.333,0.381,0.008,0.034,0.024,CCHL2
Regular Season,Jakob Erwin,12.0,5.0,2.0,7.0,0.0,0.0,['F'],PER,6846,369175,2015-2016,https://www.eliteprospects.com/player/369175/jakob-erwin,jakob-erwin,0.417,0.167,0.583,0.071,0.017,0.037,CCHL2
Regular Season,Austin Lamont,12.0,1.0,5.0,6.0,11.0,0.0,['D'],PER,6846,203544,2015-2016,https://www.eliteprospects.com/player/203544/austin-lamont,austin-lamont,0.083,0.417,0.5,0.014,0.043,0.032,CCHL2
Regular Season,Jacob Cuffley,5.0,0.0,6.0,6.0,12.0,0.0,['D'],PER,6846,251653,2015-2016,https://www.eliteprospects.com/player/251653/jacob-cuffley,jacob-cuffley,0.0,1.2,1.2,0.0,0.123,0.077,CCHL2
Regular Season,Maxime St. Georges,19.0,0.0,6.0,6.0,10.0,0.0,['D'],PER,6846,150086,2015-2016,https://www.eliteprospects.com/player/150086/maxime-st.-georges,maxime-st.-georges,0.0,0.316,0.316,0.0,0.032,0.02,CCHL2
Regular Season,Calvin Wheatley,19.0,1.0,4.0,5.0,6.0,0.0,"['D', 'C']",PER,6846,262521,2015-2016,https://www.eliteprospects.com/player/262521/calvin-wheatley,calvin-wheatley,0.053,0.211,0.263,0.009,0.022,0.017,CCHL2
Regular Season,Mack Miller,2.0,2.0,2.0,4.0,0.0,0.0,['RW'],PER,6846,355003,2015-2016,https://www.eliteprospects.com/player/355003/mack-miller,mack-miller,1.0,1.0,2.0,0.171,0.103,0.128,CCHL2
Regular Season,Matthew McIntyre,12.0,1.0,2.0,3.0,14.0,0.0,['C'],PER,6846,206981,2015-2016,https://www.eliteprospects.com/player/206981/matthew-mcintyre,matthew-mcintyre,0.083,0.167,0.25,0.014,0.017,0.016,CCHL2
Regular Season,Matthew Gabriel,8.0,0.0,2.0,2.0,2.0,0.0,['RW'],PER,6846,204904,2015-2016,https://www.eliteprospects.com/player/204904/matthew-gabriel,matthew-gabriel,0.0,0.25,0.25,0.0,0.026,0.016,CCHL2
Regular Season,Eddie Olmstead,3.0,1.0,0.0,1.0,0.0,0.0,['D'],PER,6846,410941,2015-2016,https://www.eliteprospects.com/player/410941/eddie-olmstead,eddie-olmstead,0.333,0.0,0.333,0.057,0.0,0.021,CCHL2
Regular Season,Kaleb Bingley,3.0,0.0,1.0,1.0,4.0,0.0,['D'],PER,6846,347315,2015-2016,https://www.eliteprospects.com/player/347315/kaleb-bingley,kaleb-bingley,0.0,0.333,0.333,0.0,0.034,0.021,CCHL2
Regular Season,Campbell Schoular,4.0,0.0,1.0,1.0,0.0,0.0,['D'],PER,6846,367244,2015-2016,https://www.eliteprospects.com/player/367244/campbell-schoular,campbell-schoular,0.0,0.25,0.25,0.0,0.026,0.016,CCHL2
Regular Season,Cameron Cornwall,1.0,0.0,0.0,0.0,0.0,0.0,['LW'],PER,6846,117941,2015-2016,https://www.eliteprospects.com/player/117941/cameron-cornwall,cameron-cornwall,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
Regular Season,Connor Rolland,2.0,0.0,0.0,0.0,2.0,0.0,['D'],PER,6846,206856,2015-2016,https://www.eliteprospects.com/player/206856/connor-rolland,connor-rolland,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
Regular Season,Cameron Scissons,3.0,0.0,0.0,0.0,0.0,0.0,['F'],PER,6846,398022,2015-2016,https://www.eliteprospects.com/player/398022/cameron-scissons,cameron-scissons,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
Regular Season,Nathan MacKechnie,3.0,0.0,0.0,0.0,2.0,0.0,['RW'],PER,6846,299484,2015-2016,https://www.eliteprospects.com/player/299484/nathan-mackechnie,nathan-mackechnie,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
Regular Season,Johnny Smith,34.0,19.0,28.0,47.0,23.0,0.0,['F'],PRE,24543,258855,2015-2016,https://www.eliteprospects.com/player/258855/johnny-smith,johnny-smith,0.559,0.824,1.382,0.186,0.172,0.177,CCHL2
Regular Season,Daniel Monk,29.0,13.0,17.0,30.0,38.0,0.0,['F'],PRE,24543,207208,2015-2016,https://www.eliteprospects.com/player/207208/daniel-monk,daniel-monk,0.448,0.586,1.034,0.149,0.122,0.133,CCHL2
Regular Season,Tyler Ollson,32.0,11.0,19.0,30.0,16.0,0.0,['F'],PRE,24543,254455,2015-2016,https://www.eliteprospects.com/player/254455/tyler-ollson,tyler-ollson,0.344,0.594,0.938,0.115,0.124,0.12,CCHL2
Regular Season,Devon Degray,41.0,7.0,17.0,24.0,18.0,0.0,['F'],PRE,24543,330119,2015-2016,https://www.eliteprospects.com/player/330119/devon-degray,devon-degray,0.171,0.415,0.585,0.057,0.086,0.075,CCHL2
Regular Season,Carson Pickup,43.0,9.0,13.0,22.0,38.0,0.0,['F'],PRE,24543,254570,2015-2016,https://www.eliteprospects.com/player/254570/carson-pickup,carson-pickup,0.209,0.302,0.512,0.07,0.063,0.066,CCHL2
Regular Season,Evan Bellefontaine,28.0,12.0,7.0,19.0,48.0,0.0,['LW'],PRE,24543,329775,2015-2016,https://www.eliteprospects.com/player/329775/evan-bellefontaine,evan-bellefontaine,0.429,0.25,0.679,0.143,0.052,0.087,CCHL2
Regular Season,Greg Heika,30.0,11.0,8.0,19.0,32.0,0.0,['F'],PRE,24543,207885,2015-2016,https://www.eliteprospects.com/player/207885/greg-heika,greg-heika,0.367,0.267,0.633,0.122,0.056,0.081,CCHL2
Regular Season,Cody Adams,40.0,3.0,16.0,19.0,42.0,0.0,['F'],PRE,24543,314103,2015-2016,https://www.eliteprospects.com/player/314103/cody-adams,cody-adams,0.075,0.4,0.475,0.025,0.083,0.061,CCHL2
Regular Season,Brad Douesnard,44.0,8.0,9.0,17.0,33.0,0.0,['F'],PRE,24543,400408,2015-2016,https://www.eliteprospects.com/player/400408/brad-douesnard,brad-douesnard,0.182,0.205,0.386,0.061,0.043,0.05,CCHL2
Regular Season,Shane Riddell,34.0,6.0,11.0,17.0,34.0,0.0,['D'],PRE,24543,77868,2015-2016,https://www.eliteprospects.com/player/77868/shane-riddell,shane-riddell,0.176,0.324,0.5,0.059,0.067,0.064,CCHL2
Regular Season,Bradley Reed,41.0,3.0,14.0,17.0,36.0,0.0,['D'],PRE,24543,254392,2015-2016,https://www.eliteprospects.com/player/254392/bradley-reed,bradley-reed,0.073,0.341,0.415,0.024,0.071,0.053,CCHL2
Regular Season,Brendan Moloney,36.0,6.0,9.0,15.0,14.0,0.0,['D'],PRE,24543,206855,2015-2016,https://www.eliteprospects.com/player/206855/brendan-moloney,brendan-moloney,0.167,0.25,0.417,0.056,0.052,0.053,CCHL2
Regular Season,Devan Miller,43.0,2.0,11.0,13.0,23.0,0.0,['F'],PRE,24543,400410,2015-2016,https://www.eliteprospects.com/player/400410/devan-miller,devan-miller,0.047,0.256,0.302,0.016,0.053,0.039,CCHL2
Regular Season,Brendan Muir,28.0,6.0,4.0,10.0,9.0,0.0,['F'],PRE,24543,400409,2015-2016,https://www.eliteprospects.com/player/400409/brendan-muir,brendan-muir,0.214,0.143,0.357,0.071,0.03,0.046,CCHL2
Regular Season,Brodie Barkley,34.0,4.0,6.0,10.0,8.0,0.0,['D'],PRE,24543,251650,2015-2016,https://www.eliteprospects.com/player/251650/brodie-barkley,brodie-barkley,0.118,0.176,0.294,0.039,0.037,0.038,CCHL2
Regular Season,Reilly DeGray,38.0,2.0,8.0,10.0,24.0,0.0,['F'],PRE,24543,400407,2015-2016,https://www.eliteprospects.com/player/400407/reilly-degray,reilly-degray,0.053,0.211,0.263,0.018,0.044,0.034,CCHL2
Regular Season,Brett Van Stralen,6.0,4.0,1.0,5.0,8.0,0.0,['F'],PRE,24543,206886,2015-2016,https://www.eliteprospects.com/player/206886/brett-van-stralen,brett-van-stralen,0.667,0.167,0.833,0.222,0.035,0.107,CCHL2
Regular Season,Devon Burns,19.0,2.0,2.0,4.0,8.0,0.0,['F'],PRE,24543,369092,2015-2016,https://www.eliteprospects.com/player/369092/devon-burns,devon-burns,0.105,0.105,0.211,0.035,0.022,0.027,CCHL2
Regular Season,Connor Wilhelm,34.0,1.0,3.0,4.0,26.0,0.0,['D'],PRE,24543,369243,2015-2016,https://www.eliteprospects.com/player/369243/connor-wilhelm,connor-wilhelm,0.029,0.088,0.118,0.01,0.018,0.015,CCHL2
Regular Season,Ethan Cragg,10.0,0.0,3.0,3.0,8.0,0.0,['D'],PRE,24543,245318,2015-2016,https://www.eliteprospects.com/player/245318/ethan-cragg,ethan-cragg,0.0,0.3,0.3,0.0,0.063,0.038,CCHL2
Regular Season,Riley Howarth,4.0,1.0,1.0,2.0,6.0,0.0,['RW'],PRE,24543,299696,2015-2016,https://www.eliteprospects.com/player/299696/riley-howarth,riley-howarth,0.25,0.25,0.5,0.083,0.052,0.064,CCHL2
Regular Season,Karlson Hughes,13.0,1.0,1.0,2.0,6.0,0.0,['LW'],PRE,24543,406336,2015-2016,https://www.eliteprospects.com/player/406336/karlson-hughes,karlson-hughes,0.077,0.077,0.154,0.026,0.016,0.02,CCHL2
Regular Season,Trevor Keleher,1.0,1.0,0.0,1.0,0.0,0.0,['F'],PRE,24543,369249,2015-2016,https://www.eliteprospects.com/player/369249/trevor-keleher,trevor-keleher,1.0,0.0,1.0,0.333,0.0,0.128,CCHL2
Regular Season,Chad Moore,3.0,0.0,1.0,1.0,0.0,0.0,['LW'],PRE,24543,400411,2015-2016,https://www.eliteprospects.com/player/400411/chad-moore,chad-moore,0.0,0.333,0.333,0.0,0.07,0.043,CCHL2
Regular Season,Blayr McFarlane,9.0,0.0,1.0,1.0,6.0,0.0,['LW'],PRE,24543,400421,2015-2016,https://www.eliteprospects.com/player/400421/blayr-mcfarlane,blayr-mcfarlane,0.0,0.111,0.111,0.0,0.023,0.014,CCHL2
Regular Season,Jacob Willard,20.0,0.0,1.0,1.0,4.0,0.0,['F'],PRE,24543,299711,2015-2016,https://www.eliteprospects.com/player/299711/jacob-willard,jacob-willard,0.0,0.05,0.05,0.0,0.01,0.006,CCHL2
Regular Season,Cole Serson,2.0,0.0,0.0,0.0,0.0,0.0,['F'],PRE,24543,268583,2015-2016,https://www.eliteprospects.com/player/268583/cole-serson,cole-serson,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
Regular Season,Dylan Findlay,4.0,0.0,0.0,0.0,0.0,0.0,['F'],PRE,24543,369015,2015-2016,https://www.eliteprospects.com/player/369015/dylan-findlay,dylan-findlay,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
Regular Season,Payden Selleck,15.0,0.0,0.0,0.0,6.0,0.0,['D'],PRE,24543,400412,2015-2016,https://www.eliteprospects.com/player/400412/payden-selleck,payden-selleck,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
Regular Season,Scott Conroy,44.0,50.0,46.0,96.0,29.0,0.0,['LW'],REN,6434,127552,2015-2016,https://www.eliteprospects.com/player/127552/scott-conroy,scott-conroy,1.136,1.045,2.182,0.275,0.151,0.197,CCHL2
Regular Season,Colin Bradbury,41.0,28.0,54.0,82.0,40.0,0.0,"['LW', 'C']",REN,6434,101964,2015-2016,https://www.eliteprospects.com/player/101964/colin-bradbury,colin-bradbury,0.683,1.317,2.0,0.165,0.19,0.181,CCHL2
Regular Season,Teddy Suckow,34.0,14.0,27.0,41.0,53.0,0.0,['D'],REN,6434,106184,2015-2016,https://www.eliteprospects.com/player/106184/teddy-suckow,teddy-suckow,0.412,0.794,1.206,0.1,0.115,0.109,CCHL2
Regular Season,Luka Marinic,40.0,17.0,15.0,32.0,22.0,0.0,['F'],REN,6434,354995,2015-2016,https://www.eliteprospects.com/player/354995/luka-marinic,luka-marinic,0.425,0.375,0.8,0.103,0.054,0.072,CCHL2
Regular Season,Andrew McIntyre,40.0,12.0,20.0,32.0,35.0,0.0,['F'],REN,6434,286898,2015-2016,https://www.eliteprospects.com/player/286898/andrew-mcintyre,andrew-mcintyre,0.3,0.5,0.8,0.073,0.072,0.072,CCHL2
Regular Season,Corey Chaplin,24.0,11.0,16.0,27.0,82.0,0.0,['D'],REN,6434,207894,2015-2016,https://www.eliteprospects.com/player/207894/corey-chaplin,corey-chaplin,0.458,0.667,1.125,0.111,0.096,0.102,CCHL2
Regular Season,Brandon English,40.0,10.0,14.0,24.0,45.0,0.0,['F'],REN,6434,352635,2015-2016,https://www.eliteprospects.com/player/352635/brandon-english,brandon-english,0.25,0.35,0.6,0.06,0.05,0.054,CCHL2
Regular Season,Ben Mitchell,37.0,7.0,17.0,24.0,16.0,0.0,['LW'],REN,6434,400420,2015-2016,https://www.eliteprospects.com/player/400420/ben-mitchell,ben-mitchell,0.189,0.459,0.649,0.046,0.066,0.059,CCHL2
Regular Season,Nycholas Paquette,41.0,4.0,9.0,13.0,34.0,0.0,['F'],REN,6434,254444,2015-2016,https://www.eliteprospects.com/player/254444/nycholas-paquette,nycholas-paquette,0.098,0.22,0.317,0.024,0.032,0.029,CCHL2
Regular Season,Jonathan Rosien,37.0,0.0,12.0,12.0,30.0,0.0,['D'],REN,6434,269317,2015-2016,https://www.eliteprospects.com/player/269317/jonathan-rosien,jonathan-rosien,0.0,0.324,0.324,0.0,0.047,0.029,CCHL2
Regular Season,Adam Gale,41.0,5.0,6.0,11.0,12.0,0.0,['LW'],REN,6434,400415,2015-2016,https://www.eliteprospects.com/player/400415/adam-gale,adam-gale,0.122,0.146,0.268,0.029,0.021,0.024,CCHL2
Regular Season,Kurtis Keohane,12.0,4.0,7.0,11.0,0.0,0.0,['C'],REN,6434,207881,2015-2016,https://www.eliteprospects.com/player/207881/kurtis-keohane,kurtis-keohane,0.333,0.583,0.917,0.081,0.084,0.083,CCHL2
Regular Season,Jerim Ryan,40.0,7.0,3.0,10.0,68.0,0.0,['LW'],REN,6434,400416,2015-2016,https://www.eliteprospects.com/player/400416/jerim-ryan,jerim-ryan,0.175,0.075,0.25,0.042,0.011,0.023,CCHL2
Regular Season,Spencer Hill,41.0,3.0,7.0,10.0,50.0,0.0,['D'],REN,6434,267835,2015-2016,https://www.eliteprospects.com/player/267835/spencer-hill,spencer-hill,0.073,0.171,0.244,0.018,0.025,0.022,CCHL2
Regular Season,Adam Pearson,28.0,2.0,7.0,9.0,62.0,0.0,['D'],REN,6434,206988,2015-2016,https://www.eliteprospects.com/player/206988/adam-pearson,adam-pearson,0.071,0.25,0.321,0.017,0.036,0.029,CCHL2
Regular Season,Nolan Rook,37.0,0.0,9.0,9.0,73.0,0.0,['D'],REN,6434,206975,2015-2016,https://www.eliteprospects.com/player/206975/nolan-rook,nolan-rook,0.0,0.243,0.243,0.0,0.035,0.022,CCHL2
Regular Season,Bailey Hein,17.0,3.0,5.0,8.0,6.0,0.0,['LW'],REN,6434,254441,2015-2016,https://www.eliteprospects.com/player/254441/bailey-hein,bailey-hein,0.176,0.294,0.471,0.043,0.042,0.043,CCHL2
Regular Season,Matt Soubliere,36.0,1.0,7.0,8.0,29.0,0.0,['D'],REN,6434,369005,2015-2016,https://www.eliteprospects.com/player/369005/matt-soubliere,matt-soubliere,0.028,0.194,0.222,0.007,0.028,0.02,CCHL2
Regular Season,Alex Campbell,18.0,0.0,6.0,6.0,23.0,0.0,['D'],REN,6434,215879,2015-2016,https://www.eliteprospects.com/player/215879/alex-campbell,alex-campbell,0.0,0.333,0.333,0.0,0.048,0.03,CCHL2
Regular Season,Alex Paquette,35.0,2.0,3.0,5.0,9.0,0.0,"['D', 'F']",REN,6434,332533,2015-2016,https://www.eliteprospects.com/player/332533/alex-paquette,alex-paquette,0.057,0.086,0.143,0.014,0.012,0.013,CCHL2
Regular Season,Isaac Perreault,11.0,0.0,5.0,5.0,2.0,0.0,['C'],REN,6434,299241,2015-2016,https://www.eliteprospects.com/player/299241/isaac-perreault,isaac-perreault,0.0,0.455,0.455,0.0,0.066,0.041,CCHL2
Regular Season,Tanner Smith,6.0,1.0,3.0,4.0,6.0,0.0,['C'],REN,6434,298787,2015-2016,https://www.eliteprospects.com/player/298787/tanner-smith,tanner-smith,0.167,0.5,0.667,0.04,0.072,0.06,CCHL2
Regular Season,Cris Hearty,12.0,0.0,2.0,2.0,0.0,0.0,['F'],REN,6434,282590,2015-2016,https://www.eliteprospects.com/player/282590/cris-hearty,cris-hearty,0.0,0.167,0.167,0.0,0.024,0.015,CCHL2
Regular Season,Zach Elliott,12.0,0.0,2.0,2.0,2.0,0.0,['LW'],REN,6434,339332,2015-2016,https://www.eliteprospects.com/player/339332/zach-elliott,zach-elliott,0.0,0.167,0.167,0.0,0.024,0.015,CCHL2
Regular Season,Bradley Richardson,6.0,1.0,0.0,1.0,2.0,0.0,['RW'],REN,6434,326160,2015-2016,https://www.eliteprospects.com/player/326160/bradley-richardson,bradley-richardson,0.167,0.0,0.167,0.04,0.0,0.015,CCHL2
Regular Season,Austin Scheuneman,4.0,0.0,1.0,1.0,0.0,0.0,['LW'],REN,6434,400419,2015-2016,https://www.eliteprospects.com/player/400419/austin-scheuneman,austin-scheuneman,0.0,0.25,0.25,0.0,0.036,0.023,CCHL2
Regular Season,Tim McDonnell,6.0,0.0,1.0,1.0,0.0,0.0,['F'],REN,6434,207891,2015-2016,https://www.eliteprospects.com/player/207891/tim-mcdonnell,tim-mcdonnell,0.0,0.167,0.167,0.0,0.024,0.015,CCHL2
Regular Season,Carson Barber,6.0,0.0,1.0,1.0,4.0,0.0,['D'],REN,6434,400418,2015-2016,https://www.eliteprospects.com/player/400418/carson-barber,carson-barber,0.0,0.167,0.167,0.0,0.024,0.015,CCHL2
Regular Season,Payton Jardine,2.0,0.0,0.0,0.0,0.0,0.0,['F'],REN,6434,398046,2015-2016,https://www.eliteprospects.com/player/398046/payton-jardine,payton-jardine,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
