season_stage,player,gp,g,a,tp,pim,pm,position,team,teamid,playerid,year,url,shortname,gpg,apg,ppg,perc_team_g,perc_team_a,perc_team_tp,league
EOJHL,Nick Sanseverino,40.0,15.0,13.0,28.0,51.0,0.0,['LW'],CHA,6851,793723,2011-2012,https://www.eliteprospects.com/player/793723/nick-sanseverino,nick-sanseverino,0.375,0.325,0.7,0.106,0.056,0.075,CCHL2
EOJHL,Lawson MacDougall,38.0,11.0,16.0,27.0,78.0,0.0,"['LW', 'C']",CHA,6851,152176,2011-2012,https://www.eliteprospects.com/player/152176/lawson-macdougall,lawson-macdougall,0.289,0.421,0.711,0.082,0.073,0.076,CCHL2
EOJHL,Tyler Filion,38.0,13.0,10.0,23.0,4.0,0.0,['C'],CHA,6851,298855,2011-2012,https://www.eliteprospects.com/player/298855/tyler-filion,tyler-filion,0.342,0.263,0.605,0.097,0.046,0.065,CCHL2
EOJHL,Kevin Hope,17.0,8.0,15.0,23.0,2.0,0.0,['RW'],CHA,6851,101941,2011-2012,https://www.eliteprospects.com/player/101941/kevin-hope,kevin-hope,0.471,0.882,1.353,0.133,0.153,0.146,CCHL2
EOJHL,Steven Rose,36.0,8.0,13.0,21.0,20.0,0.0,['D'],CHA,6851,793724,2011-2012,https://www.eliteprospects.com/player/793724/steven-rose,steven-rose,0.222,0.361,0.583,0.063,0.063,0.063,CCHL2
EOJHL,Parker Krol,36.0,6.0,15.0,21.0,54.0,0.0,['D'],CHA,6851,150064,2011-2012,https://www.eliteprospects.com/player/150064/parker-krol,parker-krol,0.167,0.417,0.583,0.047,0.072,0.063,CCHL2
EOJHL,Quinlin MacDonell,40.0,6.0,12.0,18.0,22.0,0.0,['RW'],CHA,6851,369124,2011-2012,https://www.eliteprospects.com/player/369124/quinlin-macdonell,quinlin-macdonell,0.15,0.3,0.45,0.042,0.052,0.048,CCHL2
EOJHL,Kevin Veilleux,25.0,6.0,11.0,17.0,10.0,0.0,['C'],CHA,6851,799305,2011-2012,https://www.eliteprospects.com/player/799305/kevin-veilleux,kevin-veilleux,0.24,0.44,0.68,0.068,0.076,0.073,CCHL2
EOJHL,Scott Magnus,38.0,9.0,3.0,12.0,26.0,0.0,['F'],CHA,6851,481324,2011-2012,https://www.eliteprospects.com/player/481324/scott-magnus,scott-magnus,0.237,0.079,0.316,0.067,0.014,0.034,CCHL2
EOJHL,Patrick Hurtubise,23.0,6.0,6.0,12.0,156.0,0.0,['F'],CHA,6851,245488,2011-2012,https://www.eliteprospects.com/player/245488/patrick-hurtubise,patrick-hurtubise,0.261,0.261,0.522,0.074,0.045,0.056,CCHL2
EOJHL,Jamie Lepine,33.0,1.0,11.0,12.0,72.0,0.0,['D'],CHA,6851,231238,2011-2012,https://www.eliteprospects.com/player/231238/jamie-lepine,jamie-lepine,0.03,0.333,0.364,0.009,0.058,0.039,CCHL2
EOJHL,Cody Krol,21.0,5.0,4.0,9.0,10.0,0.0,['C'],CHA,6851,772961,2011-2012,https://www.eliteprospects.com/player/772961/cody-krol,cody-krol,0.238,0.19,0.429,0.067,0.033,0.046,CCHL2
EOJHL,Nathan Sanseverino,33.0,0.0,7.0,7.0,127.0,0.0,['D'],CHA,6851,298857,2011-2012,https://www.eliteprospects.com/player/298857/nathan-sanseverino,nathan-sanseverino,0.0,0.212,0.212,0.0,0.037,0.023,CCHL2
EOJHL,Karl Wittmer,10.0,1.0,4.0,5.0,39.0,0.0,['LW'],CHA,6851,66178,2011-2012,https://www.eliteprospects.com/player/66178/karl-wittmer,karl-wittmer,0.1,0.4,0.5,0.028,0.069,0.054,CCHL2
EOJHL,Nelson Cecereu,36.0,0.0,5.0,5.0,10.0,0.0,['F'],CHA,6851,741097,2011-2012,https://www.eliteprospects.com/player/741097/nelson-cecereu,nelson-cecereu,0.0,0.139,0.139,0.0,0.024,0.015,CCHL2
EOJHL,Ryan Herrington,7.0,1.0,3.0,4.0,16.0,0.0,['LW'],CHA,6851,754432,2011-2012,https://www.eliteprospects.com/player/754432/ryan-herrington,ryan-herrington,0.143,0.429,0.571,0.04,0.074,0.061,CCHL2
EOJHL,Ryan Regnier,5.0,2.0,1.0,3.0,8.0,0.0,['D'],CHA,6851,743933,2011-2012,https://www.eliteprospects.com/player/743933/ryan-regnier,ryan-regnier,0.4,0.2,0.6,0.113,0.035,0.065,CCHL2
EOJHL,Jason Rose,28.0,2.0,1.0,3.0,53.0,0.0,"['F', 'D']",CHA,6851,742902,2011-2012,https://www.eliteprospects.com/player/742902/jason-rose,jason-rose,0.071,0.036,0.107,0.02,0.006,0.012,CCHL2
EOJHL,Alex Pritchard,13.0,1.0,2.0,3.0,43.0,0.0,['D'],CHA,6851,683431,2011-2012,https://www.eliteprospects.com/player/683431/alex-pritchard,alex-pritchard,0.077,0.154,0.231,0.022,0.027,0.025,CCHL2
EOJHL,Taylor Eamon,5.0,0.0,2.0,2.0,4.0,0.0,['C'],CHA,6851,154472,2011-2012,https://www.eliteprospects.com/player/154472/taylor-eamon,taylor-eamon,0.0,0.4,0.4,0.0,0.069,0.043,CCHL2
EOJHL,Kale Perry,7.0,0.0,2.0,2.0,22.0,0.0,['D'],CHA,6851,639041,2011-2012,https://www.eliteprospects.com/player/639041/kale-perry,kale-perry,0.0,0.286,0.286,0.0,0.05,0.031,CCHL2
EOJHL,Lawson Rollin,13.0,0.0,2.0,2.0,6.0,0.0,['F'],CHA,6851,802952,2011-2012,https://www.eliteprospects.com/player/802952/lawson-rollin,lawson-rollin,0.0,0.154,0.154,0.0,0.027,0.017,CCHL2
EOJHL,Dilan Austwick,14.0,0.0,2.0,2.0,72.0,0.0,['D'],CHA,6851,150060,2011-2012,https://www.eliteprospects.com/player/150060/dilan-austwick,dilan-austwick,0.0,0.143,0.143,0.0,0.025,0.015,CCHL2
EOJHL,Thomas Lang,2.0,0.0,1.0,1.0,0.0,0.0,['D'],CHA,6851,150063,2011-2012,https://www.eliteprospects.com/player/150063/thomas-lang,thomas-lang,0.0,0.5,0.5,0.0,0.087,0.054,CCHL2
EOJHL,Blain MacKay,1.0,0.0,0.0,0.0,0.0,0.0,['C'],CHA,6851,786686,2011-2012,https://www.eliteprospects.com/player/786686/blain-mackay,blain-mackay,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
EOJHL,Liam Vipond,1.0,0.0,0.0,0.0,0.0,0.0,['D'],CHA,6851,369122,2011-2012,https://www.eliteprospects.com/player/369122/liam-vipond,liam-vipond,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
EOJHL,Justin Lefebvre,1.0,0.0,0.0,0.0,4.0,0.0,['F'],CHA,6851,299237,2011-2012,https://www.eliteprospects.com/player/299237/justin-lefebvre,justin-lefebvre,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
EOJHL,Justin MacFarlane,12.0,0.0,0.0,0.0,2.0,0.0,['F'],CHA,6851,802953,2011-2012,https://www.eliteprospects.com/player/802953/justin-macfarlane,justin-macfarlane,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
EOJHL,Jason Talbot,42.0,38.0,80.0,118.0,24.0,0.0,['C'],CLA,24541,533409,2011-2012,https://www.eliteprospects.com/player/533409/jason-talbot,jason-talbot,0.905,1.905,2.81,0.166,0.202,0.188,CCHL2
EOJHL,Pascal Brisson,42.0,50.0,56.0,106.0,16.0,0.0,['LW'],CLA,24541,533408,2011-2012,https://www.eliteprospects.com/player/533408/pascal-brisson,pascal-brisson,1.19,1.333,2.524,0.218,0.141,0.169,CCHL2
EOJHL,Philippe Patry,41.0,17.0,49.0,66.0,54.0,0.0,['LW'],CLA,24541,639158,2011-2012,https://www.eliteprospects.com/player/639158/philippe-patry,philippe-patry,0.415,1.195,1.61,0.076,0.126,0.108,CCHL2
EOJHL,Nick Draper,41.0,22.0,22.0,44.0,10.0,0.0,['RW'],CLA,24541,639482,2011-2012,https://www.eliteprospects.com/player/639482/nick-draper,nick-draper,0.537,0.537,1.073,0.098,0.057,0.072,CCHL2
EOJHL,Patrick Boivin,41.0,9.0,33.0,42.0,41.0,0.0,['D'],CLA,24541,804780,2011-2012,https://www.eliteprospects.com/player/804780/patrick-boivin,patrick-boivin,0.22,0.805,1.024,0.04,0.085,0.069,CCHL2
EOJHL,Brett Shutron,37.0,17.0,24.0,41.0,28.0,0.0,['C'],CLA,24541,77988,2011-2012,https://www.eliteprospects.com/player/77988/brett-shutron,brett-shutron,0.459,0.649,1.108,0.084,0.069,0.074,CCHL2
EOJHL,Brennan Tousignant,41.0,11.0,13.0,24.0,99.0,0.0,['D'],CLA,24541,736597,2011-2012,https://www.eliteprospects.com/player/736597/brennan-tousignant,brennan-tousignant,0.268,0.317,0.585,0.049,0.034,0.039,CCHL2
EOJHL,Sebastien Dion,19.0,8.0,16.0,24.0,70.0,0.0,['LW'],CLA,24541,78060,2011-2012,https://www.eliteprospects.com/player/78060/sebastien-dion,sebastien-dion,0.421,0.842,1.263,0.077,0.089,0.085,CCHL2
EOJHL,Pier-Olivier Fournier,31.0,11.0,12.0,23.0,12.0,0.0,['LW'],CLA,24541,101950,2011-2012,https://www.eliteprospects.com/player/101950/pier-olivier-fournier,pier-olivier-fournier,0.355,0.387,0.742,0.065,0.041,0.05,CCHL2
EOJHL,Tyler Fradette,40.0,12.0,10.0,22.0,37.0,0.0,['LW'],CLA,24541,804781,2011-2012,https://www.eliteprospects.com/player/804781/tyler-fradette,tyler-fradette,0.3,0.25,0.55,0.055,0.026,0.037,CCHL2
EOJHL,Ryan Kraft,41.0,6.0,14.0,20.0,61.0,0.0,['D'],CLA,24541,77919,2011-2012,https://www.eliteprospects.com/player/77919/ryan-kraft,ryan-kraft,0.146,0.341,0.488,0.027,0.036,0.033,CCHL2
EOJHL,Jérémie Maisonneuve,37.0,1.0,18.0,19.0,28.0,0.0,['D'],CLA,24541,156513,2011-2012,https://www.eliteprospects.com/player/156513/jeremie-maisonneuve,jeremie-maisonneuve,0.027,0.486,0.514,0.005,0.051,0.034,CCHL2
EOJHL,Marc-Olivier Pilon,40.0,6.0,10.0,16.0,44.0,0.0,['LW'],CLA,24541,78091,2011-2012,https://www.eliteprospects.com/player/78091/marc-olivier-pilon,marc-olivier-pilon,0.15,0.25,0.4,0.028,0.026,0.027,CCHL2
EOJHL,Maxime Beland,16.0,3.0,9.0,12.0,50.0,0.0,['RW'],CLA,24541,804783,2011-2012,https://www.eliteprospects.com/player/804783/maxime-beland,maxime-beland,0.188,0.562,0.75,0.034,0.06,0.05,CCHL2
EOJHL,Ryan MacLean,33.0,4.0,6.0,10.0,26.0,0.0,['RW'],CLA,24541,639481,2011-2012,https://www.eliteprospects.com/player/639481/ryan-maclean,ryan-maclean,0.121,0.182,0.303,0.022,0.019,0.02,CCHL2
EOJHL,Christian Thomson,41.0,1.0,9.0,10.0,105.0,0.0,['D'],CLA,24541,678277,2011-2012,https://www.eliteprospects.com/player/678277/christian-thomson,christian-thomson,0.024,0.22,0.244,0.004,0.023,0.016,CCHL2
EOJHL,Nathaniel Quinn,42.0,0.0,8.0,8.0,32.0,0.0,['D'],CLA,24541,97916,2011-2012,https://www.eliteprospects.com/player/97916/nathaniel-quinn,nathaniel-quinn,0.0,0.19,0.19,0.0,0.02,0.013,CCHL2
EOJHL,Jonathan Oake,8.0,4.0,2.0,6.0,14.0,0.0,['LW'],CLA,24541,130435,2011-2012,https://www.eliteprospects.com/player/130435/jonathan-oake,jonathan-oake,0.5,0.25,0.75,0.092,0.026,0.05,CCHL2
EOJHL,Justin Blanchard-Pellerin,8.0,2.0,3.0,5.0,0.0,0.0,['C'],CLA,24541,101947,2011-2012,https://www.eliteprospects.com/player/101947/justin-blanchard-pellerin,justin-blanchard-pellerin,0.25,0.375,0.625,0.046,0.04,0.042,CCHL2
EOJHL,Jeremie Gauthier,4.0,3.0,1.0,4.0,4.0,0.0,['RW'],CLA,24541,62679,2011-2012,https://www.eliteprospects.com/player/62679/jeremie-gauthier,jeremie-gauthier,0.75,0.25,1.0,0.138,0.026,0.067,CCHL2
EOJHL,Eric Leclerc,19.0,2.0,1.0,3.0,16.0,0.0,['LW'],CLA,24541,774876,2011-2012,https://www.eliteprospects.com/player/774876/eric-leclerc,eric-leclerc,0.105,0.053,0.158,0.019,0.006,0.011,CCHL2
EOJHL,Mathieu White,2.0,1.0,0.0,1.0,0.0,0.0,['C'],CLA,24541,78048,2011-2012,https://www.eliteprospects.com/player/78048/mathieu-white,mathieu-white,0.5,0.0,0.5,0.092,0.0,0.034,CCHL2
EOJHL,Alexandre Charlebois,8.0,1.0,0.0,1.0,0.0,0.0,['D'],CLA,24541,737286,2011-2012,https://www.eliteprospects.com/player/737286/alexandre-charlebois,alexandre-charlebois,0.125,0.0,0.125,0.023,0.0,0.008,CCHL2
EOJHL,Kale Wild,1.0,0.0,1.0,1.0,0.0,0.0,['C'],CLA,24541,77971,2011-2012,https://www.eliteprospects.com/player/77971/kale-wild,kale-wild,0.0,1.0,1.0,0.0,0.106,0.067,CCHL2
EOJHL,Sebastien Lavoie,1.0,0.0,0.0,0.0,2.0,0.0,['D'],CLA,24541,78105,2011-2012,https://www.eliteprospects.com/player/78105/sebastien-lavoie,sebastien-lavoie,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
EOJHL,Bradley MacCosham,2.0,0.0,0.0,0.0,0.0,0.0,['LW'],CLA,24541,639380,2011-2012,https://www.eliteprospects.com/player/639380/bradley-maccosham,bradley-maccosham,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
EOJHL,Justin Quinn,3.0,0.0,0.0,0.0,0.0,0.0,['F'],CLA,24541,737290,2011-2012,https://www.eliteprospects.com/player/737290/justin-quinn,justin-quinn,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
EOJHL,Tyler Murray,46.0,25.0,37.0,62.0,28.0,0.0,['F'],GAN,6240,258850,2011-2012,https://www.eliteprospects.com/player/258850/tyler-murray,tyler-murray,0.543,0.804,1.348,0.129,0.132,0.131,CCHL2
EOJHL,Josh Rusk,43.0,25.0,33.0,58.0,105.0,0.0,['C'],GAN,6240,337172,2011-2012,https://www.eliteprospects.com/player/337172/josh-rusk,josh-rusk,0.581,0.767,1.349,0.138,0.126,0.131,CCHL2
EOJHL,Wyatt Cota,43.0,28.0,28.0,56.0,28.0,0.0,['C'],GAN,6240,151848,2011-2012,https://www.eliteprospects.com/player/151848/wyatt-cota,wyatt-cota,0.651,0.651,1.302,0.154,0.107,0.126,CCHL2
EOJHL,Taylor Kyle,44.0,12.0,33.0,45.0,22.0,0.0,['D'],GAN,6240,96434,2011-2012,https://www.eliteprospects.com/player/96434/taylor-kyle,taylor-kyle,0.273,0.75,1.023,0.065,0.123,0.099,CCHL2
EOJHL,Phil Smith,44.0,22.0,16.0,38.0,47.0,0.0,['C'],GAN,6240,93333,2011-2012,https://www.eliteprospects.com/player/93333/phil-smith,phil-smith,0.5,0.364,0.864,0.119,0.06,0.084,CCHL2
EOJHL,Bryar Hill,36.0,20.0,14.0,34.0,90.0,0.0,['F'],GAN,6240,100186,2011-2012,https://www.eliteprospects.com/player/100186/bryar-hill,bryar-hill,0.556,0.389,0.944,0.132,0.064,0.092,CCHL2
EOJHL,Mason Mangan,16.0,6.0,20.0,26.0,36.0,0.0,['C'],GAN,6240,792894,2011-2012,https://www.eliteprospects.com/player/792894/mason-mangan,mason-mangan,0.375,1.25,1.625,0.089,0.205,0.158,CCHL2
EOJHL,Graeme Moore,42.0,7.0,16.0,23.0,65.0,0.0,['D'],GAN,6240,258856,2011-2012,https://www.eliteprospects.com/player/258856/graeme-moore,graeme-moore,0.167,0.381,0.548,0.04,0.063,0.053,CCHL2
EOJHL,Colin Brown,45.0,11.0,7.0,18.0,60.0,0.0,['F'],GAN,6240,258853,2011-2012,https://www.eliteprospects.com/player/258853/colin-brown,colin-brown,0.244,0.156,0.4,0.058,0.026,0.039,CCHL2
EOJHL,Nathan Kellar,39.0,6.0,12.0,18.0,33.0,0.0,['D'],GAN,6240,251888,2011-2012,https://www.eliteprospects.com/player/251888/nathan-kellar,nathan-kellar,0.154,0.308,0.462,0.036,0.051,0.045,CCHL2
EOJHL,Brent Maxwell,42.0,6.0,7.0,13.0,61.0,0.0,['D'],GAN,6240,793063,2011-2012,https://www.eliteprospects.com/player/793063/brent-maxwell,brent-maxwell,0.143,0.167,0.31,0.034,0.027,0.03,CCHL2
EOJHL,Brett Arrowsmith,46.0,5.0,8.0,13.0,35.0,0.0,['RW'],GAN,6240,97707,2011-2012,https://www.eliteprospects.com/player/97707/brett-arrowsmith,brett-arrowsmith,0.109,0.174,0.283,0.026,0.029,0.027,CCHL2
EOJHL,Graham McPherson,9.0,6.0,6.0,12.0,29.0,0.0,['RW'],GAN,6240,793064,2011-2012,https://www.eliteprospects.com/player/793064/graham-mcpherson,graham-mcpherson,0.667,0.667,1.333,0.158,0.11,0.129,CCHL2
EOJHL,Riley Devine,12.0,5.0,6.0,11.0,19.0,0.0,['RW'],GAN,6240,149576,2011-2012,https://www.eliteprospects.com/player/149576/riley-devine,riley-devine,0.417,0.5,0.917,0.099,0.082,0.089,CCHL2
EOJHL,Jacob Hetherington,45.0,1.0,10.0,11.0,28.0,0.0,['D'],GAN,6240,147156,2011-2012,https://www.eliteprospects.com/player/147156/jacob-hetherington,jacob-hetherington,0.022,0.222,0.244,0.005,0.037,0.024,CCHL2
EOJHL,Eric Monette,27.0,2.0,6.0,8.0,8.0,0.0,['LW'],GAN,6240,793065,2011-2012,https://www.eliteprospects.com/player/793065/eric-monette,eric-monette,0.074,0.222,0.296,0.018,0.037,0.029,CCHL2
EOJHL,Mitchell Davis,25.0,3.0,4.0,7.0,6.0,0.0,['C'],GAN,6240,233101,2011-2012,https://www.eliteprospects.com/player/233101/mitchell-davis,mitchell-davis,0.12,0.16,0.28,0.028,0.026,0.027,CCHL2
EOJHL,Mason Jordan,21.0,0.0,6.0,6.0,6.0,0.0,['LW'],GAN,6240,793069,2011-2012,https://www.eliteprospects.com/player/793069/mason-jordan,mason-jordan,0.0,0.286,0.286,0.0,0.047,0.028,CCHL2
EOJHL,Ryan McNeely,25.0,2.0,3.0,5.0,6.0,0.0,['F'],GAN,6240,793066,2011-2012,https://www.eliteprospects.com/player/793066/ryan-mcneely,ryan-mcneely,0.08,0.12,0.2,0.019,0.02,0.019,CCHL2
EOJHL,Craig Cross,7.0,1.0,3.0,4.0,4.0,0.0,['D'],GAN,6240,208707,2011-2012,https://www.eliteprospects.com/player/208707/craig-cross,craig-cross,0.143,0.429,0.571,0.034,0.07,0.055,CCHL2
EOJHL,Luke MacDonald,18.0,1.0,3.0,4.0,12.0,0.0,['D'],GAN,6240,793067,2011-2012,https://www.eliteprospects.com/player/793067/luke-macdonald,luke-macdonald,0.056,0.167,0.222,0.013,0.027,0.022,CCHL2
EOJHL,Armon Khosravi,12.0,0.0,2.0,2.0,4.0,0.0,['D'],GAN,6240,76383,2011-2012,https://www.eliteprospects.com/player/76383/armon-khosravi,armon-khosravi,0.0,0.167,0.167,0.0,0.027,0.016,CCHL2
EOJHL,Brendan Manley,4.0,0.0,0.0,0.0,2.0,0.0,['C'],GAN,6240,78196,2011-2012,https://www.eliteprospects.com/player/78196/brendan-manley,brendan-manley,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
EOJHL,Jamie McLaughlin,5.0,0.0,0.0,0.0,4.0,0.0,['F'],GAN,6240,793068,2011-2012,https://www.eliteprospects.com/player/793068/jamie-mclaughlin,jamie-mclaughlin,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
EOJHL,Nicolas Belleville,40.0,31.0,66.0,97.0,12.0,0.0,['C'],GAT,10381,78283,2011-2012,https://www.eliteprospects.com/player/78283/nicolas-belleville,nicolas-belleville,0.775,1.65,2.425,0.16,0.21,0.191,CCHL2
EOJHL,Dominik Robinson,42.0,43.0,46.0,89.0,30.0,0.0,['C'],GAT,10381,189321,2011-2012,https://www.eliteprospects.com/player/189321/dominik-robinson,dominik-robinson,1.024,1.095,2.119,0.211,0.139,0.167,CCHL2
EOJHL,Maxime Villeneuve-Ménard,42.0,21.0,38.0,59.0,82.0,0.0,['D'],GAT,10381,78282,2011-2012,https://www.eliteprospects.com/player/78282/maxime-villeneuve-menard,maxime-villeneuve-menard,0.5,0.905,1.405,0.103,0.115,0.11,CCHL2
EOJHL,Steven Chauret,23.0,13.0,32.0,45.0,20.0,0.0,['C'],GAT,10381,100907,2011-2012,https://www.eliteprospects.com/player/100907/steven-chauret,steven-chauret,0.565,1.391,1.957,0.116,0.177,0.154,CCHL2
EOJHL,Guillaume Tardif-Richard,38.0,20.0,21.0,41.0,79.0,0.0,['F'],GAT,10381,737302,2011-2012,https://www.eliteprospects.com/player/737302/guillaume-tardif-richard,guillaume-tardif-richard,0.526,0.553,1.079,0.108,0.07,0.085,CCHL2
EOJHL,Jean-Phillppe Moisan,35.0,17.0,23.0,40.0,109.0,0.0,['D'],GAT,10381,804784,2011-2012,https://www.eliteprospects.com/player/804784/jean-phillppe-moisan,jean-phillppe-moisan,0.486,0.657,1.143,0.1,0.084,0.09,CCHL2
EOJHL,Francis Richard,41.0,16.0,24.0,40.0,35.0,0.0,['F'],GAT,10381,127136,2011-2012,https://www.eliteprospects.com/player/127136/francis-richard,francis-richard,0.39,0.585,0.976,0.08,0.075,0.077,CCHL2
EOJHL,Cédrik Parker,40.0,5.0,17.0,22.0,96.0,0.0,['D'],GAT,10381,127142,2011-2012,https://www.eliteprospects.com/player/127142/cedrik-parker,cedrik-parker,0.125,0.425,0.55,0.026,0.054,0.043,CCHL2
EOJHL,Jean-François Dagenais,21.0,8.0,8.0,16.0,18.0,0.0,['LW'],GAT,10381,195001,2011-2012,https://www.eliteprospects.com/player/195001/jean-francois-dagenais,jean-francois-dagenais,0.381,0.381,0.762,0.078,0.048,0.06,CCHL2
EOJHL,Rock Carle-Desjardins,28.0,6.0,7.0,13.0,40.0,0.0,['F'],GAT,10381,804785,2011-2012,https://www.eliteprospects.com/player/804785/rock-carle-desjardins,rock-carle-desjardins,0.214,0.25,0.464,0.044,0.032,0.037,CCHL2
EOJHL,Raphael Grandmaison,39.0,5.0,7.0,12.0,83.0,0.0,['C'],GAT,10381,365894,2011-2012,https://www.eliteprospects.com/player/365894/raphael-grandmaison,raphael-grandmaison,0.128,0.179,0.308,0.026,0.023,0.024,CCHL2
EOJHL,Alexandre Tremblay,37.0,4.0,8.0,12.0,31.0,0.0,['F'],GAT,10381,737317,2011-2012,https://www.eliteprospects.com/player/737317/alexandre-tremblay,alexandre-tremblay,0.108,0.216,0.324,0.022,0.028,0.026,CCHL2
EOJHL,Jeremie Martineau,37.0,2.0,9.0,11.0,104.0,0.0,['D'],GAT,10381,804786,2011-2012,https://www.eliteprospects.com/player/804786/jeremie-martineau,jeremie-martineau,0.054,0.243,0.297,0.011,0.031,0.023,CCHL2
EOJHL,Samuel Grignon,24.0,3.0,5.0,8.0,45.0,0.0,['D'],GAT,10381,298779,2011-2012,https://www.eliteprospects.com/player/298779/samuel-grignon,samuel-grignon,0.125,0.208,0.333,0.026,0.027,0.026,CCHL2
EOJHL,Marc-André Plouffe,12.0,3.0,4.0,7.0,25.0,0.0,['RW'],GAT,10381,188753,2011-2012,https://www.eliteprospects.com/player/188753/marc-andre-plouffe,marc-andre-plouffe,0.25,0.333,0.583,0.051,0.042,0.046,CCHL2
EOJHL,Jonathan Lavergne,41.0,1.0,6.0,7.0,6.0,0.0,['D'],GAT,10381,737311,2011-2012,https://www.eliteprospects.com/player/737311/jonathan-lavergne,jonathan-lavergne,0.024,0.146,0.171,0.005,0.019,0.013,CCHL2
EOJHL,Frédéric Moisan,35.0,1.0,5.0,6.0,166.0,0.0,['D'],GAT,10381,127148,2011-2012,https://www.eliteprospects.com/player/127148/frederic-moisan,frederic-moisan,0.029,0.143,0.171,0.006,0.018,0.013,CCHL2
EOJHL,Philippe Poirier,26.0,2.0,3.0,5.0,203.0,0.0,['F'],GAT,10381,804787,2011-2012,https://www.eliteprospects.com/player/804787/philippe-poirier,philippe-poirier,0.077,0.115,0.192,0.016,0.015,0.015,CCHL2
EOJHL,Jordan Gravel-Pilon,17.0,2.0,0.0,2.0,6.0,0.0,['RW'],GAT,10381,214361,2011-2012,https://www.eliteprospects.com/player/214361/jordan-gravel-pilon,jordan-gravel-pilon,0.118,0.0,0.118,0.024,0.0,0.009,CCHL2
EOJHL,Alexandre Dube-Monderie,6.0,1.0,1.0,2.0,0.0,0.0,['F'],GAT,10381,804788,2011-2012,https://www.eliteprospects.com/player/804788/alexandre-dube-monderie,alexandre-dube-monderie,0.167,0.167,0.333,0.034,0.021,0.026,CCHL2
EOJHL,Gabriel Tourangeau,2.0,0.0,0.0,0.0,2.0,0.0,['LW'],GAT,10381,127141,2011-2012,https://www.eliteprospects.com/player/127141/gabriel-tourangeau,gabriel-tourangeau,0.0,0.0,0.0,0.0,0.0,0.0,CCHL2
EOJHL,Bret Nooyen,40.0,20.0,25.0,45.0,36.0,0.0,['LW'],MET,6310,77984,2011-2012,https://www.eliteprospects.com/player/77984/bret-nooyen,bret-nooyen,0.5,0.625,1.125,0.194,0.168,0.179,CCHL2
EOJHL,Josh Gervais,42.0,15.0,18.0,33.0,35.0,0.0,['C'],MET,6310,162863,2011-2012,https://www.eliteprospects.com/player/162863/josh-gervais,josh-gervais,0.357,0.429,0.786,0.139,0.115,0.125,CCHL2
EOJHL,Matt Miller,21.0,14.0,14.0,28.0,50.0,0.0,['RW'],MET,6310,77975,2011-2012,https://www.eliteprospects.com/player/77975/matt-miller,matt-miller,0.667,0.667,1.333,0.259,0.179,0.212,CCHL2
EOJHL,Simon Johns,23.0,14.0,10.0,24.0,85.0,0.0,['LW'],MET,6310,78335,2011-2012,https://www.eliteprospects.com/player/78335/simon-johns,simon-johns,0.609,0.435,1.043,0.237,0.117,0.166,CCHL2
EOJHL,Kyle Downey,38.0,8.0,16.0,24.0,16.0,0.0,['F'],MET,6310,737332,2011-2012,https://www.eliteprospects.com/player/737332/kyle-downey,kyle-downey,0.211,0.421,0.632,0.082,0.113,0.1,CCHL2
EOJHL,Glenden Bakker,39.0,10.0,11.0,21.0,32.0,0.0,['D'],MET,6310,78203,2011-2012,https://www.eliteprospects.com/player/78203/glenden-bakker,glenden-bakker,0.256,0.282,0.538,0.1,0.076,0.086,CCHL2
EOJHL,Dawson Fisher,37.0,4.0,14.0,18.0,34.0,0.0,['D'],MET,6310,737329,2011-2012,https://www.eliteprospects.com/player/737329/dawson-fisher,dawson-fisher,0.108,0.378,0.486,0.042,0.102,0.077,CCHL2
EOJHL,Scott Fleming,21.0,5.0,7.0,12.0,40.0,0.0,['RW'],MET,6310,362503,2011-2012,https://www.eliteprospects.com/player/362503/scott-fleming,scott-fleming,0.238,0.333,0.571,0.093,0.09,0.091,CCHL2
EOJHL,Jamie Quinn,27.0,1.0,11.0,12.0,137.0,0.0,['D'],MET,6310,150139,2011-2012,https://www.eliteprospects.com/player/150139/jamie-quinn,jamie-quinn,0.037,0.407,0.444,0.014,0.11,0.071,CCHL2
EOJHL,Shawn Ennis,24.0,6.0,5.0,11.0,6.0,0.0,['C'],MET,6310,127098,2011-2012,https://www.eliteprospects.com/player/127098/shawn-ennis,shawn-ennis,0.25,0.208,0.458,0.097,0.056,0.073,CCHL2
EOJHL,Russ Hinch,18.0,5.0,5.0,10.0,25.0,0.0,['RW'],MET,6310,106175,2011-2012,https://www.eliteprospects.com/player/106175/russ-hinch,russ-hinch,0.278,0.278,0.556,0.108,0.075,0.088,CCHL2
EOJHL,Eric Snedden,34.0,2.0,6.0,8.0,8.0,0.0,['LW'],MET,6310,150084,2011-2012,https://www.eliteprospects.com/player/150084/eric-snedden,eric-snedden,0.059,0.176,0.235,0.023,0.048,0.037,CCHL2
