season_stage,player,gp,gaa,svp,team,teamid,playerid,year,url,shortname,league
EOJBHL,Evan Morris,22,7.76,0.0,AKW,5684,457505,2005-2006,https://www.eliteprospects.com/player/457505/evan-morris,evan-morris,CCHL2
EOJBHL,Will McIntyre,5,8.6,0.0,ATH,3518,171493,2005-2006,https://www.eliteprospects.com/player/171493/will-mcintyre,will-mcintyre,CCHL2
EOJBHL,Johnathan Sourwine,19,0.0,0.0,GAN,6240,60142,2005-2006,https://www.eliteprospects.com/player/60142/johnathan-sourwine,johnathan-sourwine,CCHL2
EOJBHL,J.J. Gargour,27,4.44,0.0,MOR,9176,573244,2005-2006,https://www.eliteprospects.com/player/573244/j.j.-gargour,j.j.-gargour,CCHL2
EOJBHL,Josselin St. Pierre,24.0,3.68,0.0,ALE,6623,89721,2006-2007,https://www.eliteprospects.com/player/89721/josselin-st.-pierre,josselin-st.-pierre,CCHL2
EOJBHL,Simon Labelle,8.0,3.5,0.0,CAR,8670,653357,2006-2007,https://www.eliteprospects.com/player/653357/simon-labelle,simon-labelle,CCHL2
EOJBHL,Simon Labelle,3.0,2.48,0.0,CLA,24541,653357,2006-2007,https://www.eliteprospects.com/player/653357/simon-labelle,simon-labelle,CCHL2
EOJBHL,David Goulet,20.0,4.69,0.0,GAT,10381,283498,2006-2007,https://www.eliteprospects.com/player/283498/david-goulet,david-goulet,CCHL2
EOJBHL,Simon Labelle,2.0,4.94,0.0,GAT,10381,653357,2006-2007,https://www.eliteprospects.com/player/653357/simon-labelle,simon-labelle,CCHL2
EOJBHL,Francis Bourgeois,2.0,0.0,0.0,MET,6310,317213,2006-2007,https://www.eliteprospects.com/player/317213/francis-bourgeois,francis-bourgeois,CCHL2
EOJBHL,Dave Labaff,0.0,0.0,0.0,SOU,24543,55121,2006-2007,https://www.eliteprospects.com/player/55121/dave-labaff,dave-labaff,CCHL2
EOJBHL,Max Desjardins,34.0,3.61,0.0,SOU,7155,443430,2006-2007,https://www.eliteprospects.com/player/443430/max-desjardins,max-desjardins,CCHL2
EOJBHL,Josselin St. Pierre,30,3.6,0.0,ALE,6623,89721,2007-2008,https://www.eliteprospects.com/player/89721/josselin-st.-pierre,josselin-st.-pierre,CCHL2
EOJBHL,John-Joseph Patafie,13,3.47,0.89,CAR,8670,639165,2007-2008,https://www.eliteprospects.com/player/639165/john-joseph-patafie,john-joseph-patafie,CCHL2
EOJBHL,Morgan Barr,8,2.25,0.9209999999999999,CLA,24541,77915,2007-2008,https://www.eliteprospects.com/player/77915/morgan-barr,morgan-barr,CCHL2
EOJBHL,Israel Bernier-Dion,27,2.77,0.902,GAT,10381,162850,2007-2008,https://www.eliteprospects.com/player/162850/israel-bernier-dion,israel-bernier-dion,CCHL2
EOJBHL,Francis Bourgeois,14,5.52,0.0,MET,6310,317213,2007-2008,https://www.eliteprospects.com/player/317213/francis-bourgeois,francis-bourgeois,CCHL2
EOJBHL,Rob Dier,22,3.38,0.8959999999999999,PER,6846,758495,2007-2008,https://www.eliteprospects.com/player/758495/rob-dier,rob-dier,CCHL2
EOJBHL,Joel Grills,35.0,5.0,0.847,ARN,6848,78206,2008-2009,https://www.eliteprospects.com/player/78206/joel-grills,joel-grills,CCHL2
EOJBHL,Eric Lepage,0.0,0.0,0.0,ATH,3518,641797,2008-2009,https://www.eliteprospects.com/player/641797/eric-lepage,eric-lepage,CCHL2
EOJBHL,Morgan Barr,31.0,2.65,0.903,CAR,8670,77915,2008-2009,https://www.eliteprospects.com/player/77915/morgan-barr,morgan-barr,CCHL2
EOJBHL,Kyle Lamothe,5.0,4.57,0.883,CAS,6354,78172,2008-2009,https://www.eliteprospects.com/player/78172/kyle-lamothe,kyle-lamothe,CCHL2
EOJBHL,Sebastien Parker,23.0,3.14,0.0,CHA,6851,64884,2008-2009,https://www.eliteprospects.com/player/64884/sebastien-parker,sebastien-parker,CCHL2
EOJBHL,Yannick Guilbeault,23.0,3.72,0.88,CLA,24541,78225,2008-2009,https://www.eliteprospects.com/player/78225/yannick-guilbeault,yannick-guilbeault,CCHL2
EOJBHL,Israel Bernier-Dion,23.0,4.38,0.871,GAT,10381,162850,2008-2009,https://www.eliteprospects.com/player/162850/israel-bernier-dion,israel-bernier-dion,CCHL2
EOJBHL,Francis Bourgeois,8.0,4.63,0.0,MET,6310,317213,2008-2009,https://www.eliteprospects.com/player/317213/francis-bourgeois,francis-bourgeois,CCHL2
EOJBHL,Scott Shackell,26.0,2.53,0.895,OTT,6850,77922,2008-2009,https://www.eliteprospects.com/player/77922/scott-shackell,scott-shackell,CCHL2
EOJBHL,Rob Dier,27.0,3.6,0.88,PER,6846,758495,2008-2009,https://www.eliteprospects.com/player/758495/rob-dier,rob-dier,CCHL2
EOJBHL,Robin Billingham,14.0,6.99,0.836,REN,6434,63598,2008-2009,https://www.eliteprospects.com/player/63598/robin-billingham,robin-billingham,CCHL2
EOJBHL,Morgan Hudson,6.0,3.31,0.912,STI,6849,78053,2008-2009,https://www.eliteprospects.com/player/78053/morgan-hudson,morgan-hudson,CCHL2
EOJHL,Morgan Barr,4.0,8.79,0.0,ALM,6289,77915,2009-2010,https://www.eliteprospects.com/player/77915/morgan-barr,morgan-barr,CCHL2
EOJHL,Alex Chretien,24.0,3.69,0.879,CHA,6851,96213,2009-2010,https://www.eliteprospects.com/player/96213/alex-chretien,alex-chretien,CCHL2
EOJHL,Patrick Martin,32.0,3.96,0.879,CLA,24541,150070,2009-2010,https://www.eliteprospects.com/player/150070/patrick-martin,patrick-martin,CCHL2
EOJHL,Yannick Guilbeault,14.0,4.2,0.868,CLA,24541,78225,2009-2010,https://www.eliteprospects.com/player/78225/yannick-guilbeault,yannick-guilbeault,CCHL2
EOJHL,Israel Bernier-Dion,34.0,3.68,0.899,GAT,10381,162850,2009-2010,https://www.eliteprospects.com/player/162850/israel-bernier-dion,israel-bernier-dion,CCHL2
EOJHL,Mike McLeod,1.0,9.0,0.775,MET,6310,78051,2009-2010,https://www.eliteprospects.com/player/78051/mike-mcleod,mike-mcleod,CCHL2
EOJHL,Erik Plumadore,0.0,0.0,0.0,MOR,9176,150122,2009-2010,https://www.eliteprospects.com/player/150122/erik-plumadore,erik-plumadore,CCHL2
EOJHL,German Tsatsura,18.0,3.77,0.887,OTT,7155,78124,2009-2010,https://www.eliteprospects.com/player/78124/german-tsatsura,german-tsatsura,CCHL2
EOJHL,Steve Carrey,21.0,2.71,0.909,OTT,6850,137501,2009-2010,https://www.eliteprospects.com/player/137501/steve-carrey,steve-carrey,CCHL2
EOJHL,Troy Anderson,21.0,3.35,0.884,PER,6846,117898,2009-2010,https://www.eliteprospects.com/player/117898/troy-anderson,troy-anderson,CCHL2
EOJHL,Robin Billingham,0.0,0.0,0.0,REN,6434,63598,2009-2010,https://www.eliteprospects.com/player/63598/robin-billingham,robin-billingham,CCHL2
EOJHL,Billy Stone,10.0,4.07,0.888,SHA,6344,40171,2009-2010,https://www.eliteprospects.com/player/40171/billy-stone,billy-stone,CCHL2
EOJHL,Scott Cannon,4.0,5.54,0.868,SOU,24543,103092,2009-2010,https://www.eliteprospects.com/player/103092/scott-cannon,scott-cannon,CCHL2
EOJHL,Robin Billingham,2.0,12.24,0.762,SOU,24543,63598,2009-2010,https://www.eliteprospects.com/player/63598/robin-billingham,robin-billingham,CCHL2
EOJHL,Matt McCaughan,36.0,3.94,0.89,STI,6849,78212,2009-2010,https://www.eliteprospects.com/player/78212/matt-mccaughan,matt-mccaughan,CCHL2
EOJHL,Andrew Rodier,1.0,3.65,0.875,STI,6849,97890,2009-2010,https://www.eliteprospects.com/player/97890/andrew-rodier,andrew-rodier,CCHL2
EOJHL,Morgan Barr,31.0,3.83,0.912,ALM,6289,77915,2010-2011,https://www.eliteprospects.com/player/77915/morgan-barr,morgan-barr,CCHL2
EOJHL,German Tsatsura,20.0,3.54,0.892,ARN,6848,78124,2010-2011,https://www.eliteprospects.com/player/78124/german-tsatsura,german-tsatsura,CCHL2
EOJHL,Matt Gagne,21.0,3.76,0.875,ARN,6848,150129,2010-2011,https://www.eliteprospects.com/player/150129/matt-gagne,matt-gagne,CCHL2
EOJHL,Brock Crossthwaite,10.0,2.45,0.915,ATH,3518,150097,2010-2011,https://www.eliteprospects.com/player/150097/brock-crossthwaite,brock-crossthwaite,CCHL2
EOJHL,Brad Fraser,28.0,5.47,0.847,BRO,5683,117949,2010-2011,https://www.eliteprospects.com/player/117949/brad-fraser,brad-fraser,CCHL2
EOJHL,Cam Turcotte,6.0,6.29,0.8390000000000001,CHA,6851,231176,2010-2011,https://www.eliteprospects.com/player/231176/cam-turcotte,cam-turcotte,CCHL2
EOJHL,Patrick Martin,30.0,2.75,0.9209999999999999,CLA,24541,150070,2010-2011,https://www.eliteprospects.com/player/150070/patrick-martin,patrick-martin,CCHL2
EOJHL,Gianmarco De Meis,10.0,3.07,0.9009999999999999,CLA,24541,78271,2010-2011,https://www.eliteprospects.com/player/78271/gianmarco-de-meis,gianmarco-de-meis,CCHL2
EOJHL,Ryan Mulder,32.0,4.23,0.878,MET,6310,97905,2010-2011,https://www.eliteprospects.com/player/97905/ryan-mulder,ryan-mulder,CCHL2
EOJHL,Erik Plumadore,0.0,0.0,0.0,MOR,9176,150122,2010-2011,https://www.eliteprospects.com/player/150122/erik-plumadore,erik-plumadore,CCHL2
EOJHL,Morgan Hudson,8.0,4.52,0.851,OTT,7155,78053,2010-2011,https://www.eliteprospects.com/player/78053/morgan-hudson,morgan-hudson,CCHL2
EOJHL,Steve Carrey,25.0,3.47,0.8909999999999999,OTT,6850,137501,2010-2011,https://www.eliteprospects.com/player/137501/steve-carrey,steve-carrey,CCHL2
EOJHL,Karsten Pankhurst,17.0,3.72,0.8740000000000001,OTT,6850,56320,2010-2011,https://www.eliteprospects.com/player/56320/karsten-pankhurst,karsten-pankhurst,CCHL2
EOJHL,Troy Anderson,21.0,2.98,0.889,PER,6846,117898,2010-2011,https://www.eliteprospects.com/player/117898/troy-anderson,troy-anderson,CCHL2
EOJHL,Alex Clarke,20.0,6.15,0.833,SHA,6344,61145,2010-2011,https://www.eliteprospects.com/player/61145/alex-clarke,alex-clarke,CCHL2
EOJHL,Scott Cannon,0.0,0.0,0.0,SOU,24543,103092,2010-2011,https://www.eliteprospects.com/player/103092/scott-cannon,scott-cannon,CCHL2
EOJHL,Erik Miksik,13.0,3.5,0.907,STI,6849,253148,2010-2011,https://www.eliteprospects.com/player/253148/erik-miksik,erik-miksik,CCHL2
EOJHL,Andrew Rodier,11.0,4.85,0.857,STI,6849,97890,2010-2011,https://www.eliteprospects.com/player/97890/andrew-rodier,andrew-rodier,CCHL2
EOJHL,Cory Garrow,1,3.0,0.9229999999999999,AKW,5684,292332,2011-2012,https://www.eliteprospects.com/player/292332/cory-garrow,cory-garrow,CCHL2
EOJHL,Quade Smoke,29,5.36,0.8540000000000001,AKW,5684,193676,2011-2012,https://www.eliteprospects.com/player/193676/quade-smoke,quade-smoke,CCHL2
EOJHL,Cam Turcotte,7,4.91,0.794,AKW,5684,231176,2011-2012,https://www.eliteprospects.com/player/231176/cam-turcotte,cam-turcotte,CCHL2
EOJHL,James Edwardson,24,3.56,0.8909999999999999,ALE,6623,117905,2011-2012,https://www.eliteprospects.com/player/117905/james-edwardson,james-edwardson,CCHL2
EOJHL,Antoine Marchand,11,5.16,0.867,ALE,6623,193673,2011-2012,https://www.eliteprospects.com/player/193673/antoine-marchand,antoine-marchand,CCHL2
EOJHL,Sébastien Gratton,0,0.0,0.0,ALE,6623,166476,2011-2012,https://www.eliteprospects.com/player/166476/sebastien-gratton,sebastien-gratton,CCHL2
EOJHL,Troy Gauthier,1,5.0,0.924,ALM,6289,160676,2011-2012,https://www.eliteprospects.com/player/160676/troy-gauthier,troy-gauthier,CCHL2
EOJHL,Troy Anderson,26,4.7,0.872,ALM,6289,117898,2011-2012,https://www.eliteprospects.com/player/117898/troy-anderson,troy-anderson,CCHL2
EOJHL,Chad Hetherington,24,5.09,0.8540000000000001,ALM,6289,804770,2011-2012,https://www.eliteprospects.com/player/804770/chad-hetherington,chad-hetherington,CCHL2
EOJHL,Harry Hayes,1,7.35,0.727,ALM,6289,804771,2011-2012,https://www.eliteprospects.com/player/804771/harry-hayes,harry-hayes,CCHL2
EOJHL,Justin Laforest,0,0.0,0.0,ALM,6289,143659,2011-2012,https://www.eliteprospects.com/player/143659/justin-laforest,justin-laforest,CCHL2
EOJHL,Ryley Saumure,0,0.0,0.0,ALM,6289,758853,2011-2012,https://www.eliteprospects.com/player/758853/ryley-saumure,ryley-saumure,CCHL2
EOJHL,Matt Couvrette,23,2.54,0.922,ARN,6848,78209,2011-2012,https://www.eliteprospects.com/player/78209/matt-couvrette,matt-couvrette,CCHL2
EOJHL,Mike Cheslock,15,2.81,0.885,ARN,6848,736057,2011-2012,https://www.eliteprospects.com/player/736057/mike-cheslock,mike-cheslock,CCHL2
EOJHL,Nathan Peters,2,1.79,0.917,ATH,3518,127500,2011-2012,https://www.eliteprospects.com/player/127500/nathan-peters,nathan-peters,CCHL2
EOJHL,Dallas Slack,30,3.0,0.909,ATH,3518,97724,2011-2012,https://www.eliteprospects.com/player/97724/dallas-slack,dallas-slack,CCHL2
EOJHL,Jacob Hartman,20,3.43,0.8909999999999999,ATH,3518,337080,2011-2012,https://www.eliteprospects.com/player/337080/jacob-hartman,jacob-hartman,CCHL2
EOJHL,Richard Joudoin,33,6.97,0.856,BRO,5683,97718,2011-2012,https://www.eliteprospects.com/player/97718/richard-joudoin,richard-joudoin,CCHL2
EOJHL,Alex Kelly,4,7.62,0.846,BRO,5683,793061,2011-2012,https://www.eliteprospects.com/player/793061/alex-kelly,alex-kelly,CCHL2
EOJHL,Brad Fraser,5,8.06,0.8240000000000001,BRO,5683,117949,2011-2012,https://www.eliteprospects.com/player/117949/brad-fraser,brad-fraser,CCHL2
EOJHL,Adam Zullo,14,9.94,0.7709999999999999,BRO,5683,793062,2011-2012,https://www.eliteprospects.com/player/793062/adam-zullo,adam-zullo,CCHL2
EOJHL,Kevin Barrett,1,0.0,1.0,CAS,6354,793722,2011-2012,https://www.eliteprospects.com/player/793722/kevin-barrett,kevin-barrett,CCHL2
EOJHL,Kyle Lamothe,20,2.75,0.9279999999999999,CAS,6354,78172,2011-2012,https://www.eliteprospects.com/player/78172/kyle-lamothe,kyle-lamothe,CCHL2
EOJHL,Alexandre Michaud,8,2.73,0.92,CAS,6354,65214,2011-2012,https://www.eliteprospects.com/player/65214/alexandre-michaud,alexandre-michaud,CCHL2
EOJHL,Philippe Quesnel,15,2.76,0.9159999999999999,CAS,6354,101951,2011-2012,https://www.eliteprospects.com/player/101951/philippe-quesnel,philippe-quesnel,CCHL2
EOJHL,Nolan Cooney,14,4.53,0.8759999999999999,CHA,6851,146204,2011-2012,https://www.eliteprospects.com/player/146204/nolan-cooney,nolan-cooney,CCHL2
EOJHL,Cam Turcotte,10,4.59,0.857,CHA,6851,231176,2011-2012,https://www.eliteprospects.com/player/231176/cam-turcotte,cam-turcotte,CCHL2
EOJHL,Robbie Chapman,13,6.19,0.8440000000000001,CHA,6851,802954,2011-2012,https://www.eliteprospects.com/player/802954/robbie-chapman,robbie-chapman,CCHL2
EOJHL,Vincent DiCarlo,9,6.35,0.8420000000000001,CHA,6851,63377,2011-2012,https://www.eliteprospects.com/player/63377/vincent-dicarlo,vincent-dicarlo,CCHL2
EOJHL,Sebastien Parker,4,7.75,0.8390000000000001,CHA,6851,64884,2011-2012,https://www.eliteprospects.com/player/64884/sebastien-parker,sebastien-parker,CCHL2
EOJHL,Kyle Carpenter,1,11.54,0.737,CHA,6851,802955,2011-2012,https://www.eliteprospects.com/player/802955/kyle-carpenter,kyle-carpenter,CCHL2
EOJHL,Erik Plumadore,15,3.88,0.894,CLA,24541,150122,2011-2012,https://www.eliteprospects.com/player/150122/erik-plumadore,erik-plumadore,CCHL2
EOJHL,Gianmarco De Meis,20,4.38,0.865,CLA,24541,78271,2011-2012,https://www.eliteprospects.com/player/78271/gianmarco-de-meis,gianmarco-de-meis,CCHL2
EOJHL,Jonathan Cameron,9,4.47,0.8370000000000001,CLA,24541,127853,2011-2012,https://www.eliteprospects.com/player/127853/jonathan-cameron,jonathan-cameron,CCHL2
EOJHL,Kenton Carmody,1,3.0,0.929,GAN,6240,369091,2011-2012,https://www.eliteprospects.com/player/369091/kenton-carmody,kenton-carmody,CCHL2
EOJHL,Christian Mastromattei,8,6.02,0.9009999999999999,GAN,6240,639327,2011-2012,https://www.eliteprospects.com/player/639327/christian-mastromattei,christian-mastromattei,CCHL2
EOJHL,Drew Lawson,35,3.76,0.895,GAN,6240,77966,2011-2012,https://www.eliteprospects.com/player/77966/drew-lawson,drew-lawson,CCHL2
EOJHL,Brad Fraser,3,4.0,0.8909999999999999,GAN,6240,117949,2011-2012,https://www.eliteprospects.com/player/117949/brad-fraser,brad-fraser,CCHL2
EOJHL,Geoff Blandford,3,4.97,0.879,GAN,6240,435582,2011-2012,https://www.eliteprospects.com/player/435582/geoff-blandford,geoff-blandford,CCHL2
EOJHL,Michael Walker,2,9.09,0.722,GAN,6240,225289,2011-2012,https://www.eliteprospects.com/player/225289/michael-walker,michael-walker,CCHL2
EOJHL,Jean-Phillppe Charbonneau,33,3.26,0.914,GAT,10381,737323,2011-2012,https://www.eliteprospects.com/player/737323/jean-phillppe-charbonneau,jean-phillppe-charbonneau,CCHL2
EOJHL,Marc-André Charron,10,3.39,0.899,GAT,10381,93409,2011-2012,https://www.eliteprospects.com/player/93409/marc-andre-charron,marc-andre-charron,CCHL2
EOJHL,Brett Ayers,22,3.93,0.865,MET,6310,97764,2011-2012,https://www.eliteprospects.com/player/97764/brett-ayers,brett-ayers,CCHL2
EOJHL,Ryan McLaughlin,22,3.95,0.86,MET,6310,117939,2011-2012,https://www.eliteprospects.com/player/117939/ryan-mclaughlin,ryan-mclaughlin,CCHL2
EOJHL,Mickael Dion,32,5.0,0.877,MOR,9176,317102,2011-2012,https://www.eliteprospects.com/player/317102/mickael-dion,mickael-dion,CCHL2
EOJHL,Ryan Cooper,15,6.22,0.851,MOR,9176,218068,2011-2012,https://www.eliteprospects.com/player/218068/ryan-cooper,ryan-cooper,CCHL2
EOJHL,Dominic Plaschy,29,4.22,0.8859999999999999,OTT,7155,77992,2011-2012,https://www.eliteprospects.com/player/77992/dominic-plaschy,dominic-plaschy,CCHL2
EOJHL,Mathieu Kingston,3,6.94,0.825,OTT,7155,127106,2011-2012,https://www.eliteprospects.com/player/127106/mathieu-kingston,mathieu-kingston,CCHL2
EOJHL,Brandon Billie,10,0.0,0.0,OTT,7155,317822,2011-2012,https://www.eliteprospects.com/player/317822/brandon-billie,brandon-billie,CCHL2
EOJHL,Jacob Blair,15,3.12,0.9009999999999999,OTT,6850,116942,2011-2012,https://www.eliteprospects.com/player/116942/jacob-blair,jacob-blair,CCHL2
EOJHL,Benoit Larocque,31,3.66,0.888,OTT,6850,732345,2011-2012,https://www.eliteprospects.com/player/732345/benoit-larocque,benoit-larocque,CCHL2
EOJHL,Justin Laforest,18,4.15,0.878,PER,6846,143659,2011-2012,https://www.eliteprospects.com/player/143659/justin-laforest,justin-laforest,CCHL2
EOJHL,Richard Barr,31,4.2,0.888,REN,6434,78183,2011-2012,https://www.eliteprospects.com/player/78183/richard-barr,richard-barr,CCHL2
EOJHL,Troy Gauthier,18,4.9,0.863,REN,6434,160676,2011-2012,https://www.eliteprospects.com/player/160676/troy-gauthier,troy-gauthier,CCHL2
EOJHL,Alex Clarke,26,5.35,0.846,SHA,6344,61145,2011-2012,https://www.eliteprospects.com/player/61145/alex-clarke,alex-clarke,CCHL2
EOJHL,Jarrett Pitt,36,4.53,0.89,SOU,24543,97722,2011-2012,https://www.eliteprospects.com/player/97722/jarrett-pitt,jarrett-pitt,CCHL2
EOJHL,Ashton Selleck,11,4.85,0.879,SOU,24543,793383,2011-2012,https://www.eliteprospects.com/player/793383/ashton-selleck,ashton-selleck,CCHL2
EOJHL,Paul Dejong,2,3.6,0.8,SOU,24543,206895,2011-2012,https://www.eliteprospects.com/player/206895/paul-dejong,paul-dejong,CCHL2
EOJHL,Erik Miksik,21,3.81,0.903,STI,6849,253148,2011-2012,https://www.eliteprospects.com/player/253148/erik-miksik,erik-miksik,CCHL2
EOJHL,James Davis,31,3.2,0.899,WES,9701,790885,2011-2012,https://www.eliteprospects.com/player/790885/james-davis,james-davis,CCHL2
EOJHL,Matt Howard,18,3.65,0.8490000000000001,WES,9701,221895,2011-2012,https://www.eliteprospects.com/player/221895/matt-howard,matt-howard,CCHL2
EOJHL,Alex Monk-Cray,32,2.74,0.9109999999999999,WIN,5867,134353,2011-2012,https://www.eliteprospects.com/player/134353/alex-monk-cray,alex-monk-cray,CCHL2
EOJHL,Cam Turcotte,21,2.8,0.9179999999999999,AKW,5684,231176,2012-2013,https://www.eliteprospects.com/player/231176/cam-turcotte,cam-turcotte,CCHL2
EOJHL,Cory Garrow,16,3.68,0.899,AKW,5684,292332,2012-2013,https://www.eliteprospects.com/player/292332/cory-garrow,cory-garrow,CCHL2
EOJHL,Quade Smoke,4,5.48,0.85,AKW,5684,193676,2012-2013,https://www.eliteprospects.com/player/193676/quade-smoke,quade-smoke,CCHL2
EOJHL,Brett Ayers,12,3.52,0.9009999999999999,ALE,6623,97764,2012-2013,https://www.eliteprospects.com/player/97764/brett-ayers,brett-ayers,CCHL2
EOJHL,Antoine Marchand,28,4.67,0.8859999999999999,ALE,6623,193673,2012-2013,https://www.eliteprospects.com/player/193673/antoine-marchand,antoine-marchand,CCHL2
EOJHL,James Edwardson,0,0.0,0.0,ALE,6623,117905,2012-2013,https://www.eliteprospects.com/player/117905/james-edwardson,james-edwardson,CCHL2
EOJHL,Dominic Plaschy,31,3.72,0.9009999999999999,ALM,6289,77992,2012-2013,https://www.eliteprospects.com/player/77992/dominic-plaschy,dominic-plaschy,CCHL2
EOJHL,Troy Gauthier,3,5.88,0.843,ALM,6289,160676,2012-2013,https://www.eliteprospects.com/player/160676/troy-gauthier,troy-gauthier,CCHL2
EOJHL,Peyton Parker,10,6.74,0.809,ALM,6289,367614,2012-2013,https://www.eliteprospects.com/player/367614/peyton-parker,peyton-parker,CCHL2
EOJHL,Matteo Scapillati,1,0.0,1.0,ARN,6848,367124,2012-2013,https://www.eliteprospects.com/player/367124/matteo-scapillati,matteo-scapillati,CCHL2
EOJHL,Kyle Lamothe,34,4.53,0.887,ARN,6848,78172,2012-2013,https://www.eliteprospects.com/player/78172/kyle-lamothe,kyle-lamothe,CCHL2
EOJHL,Mike Cheslock,10,3.9,0.8640000000000001,ARN,6848,736057,2012-2013,https://www.eliteprospects.com/player/736057/mike-cheslock,mike-cheslock,CCHL2
EOJHL,Erik Miksik,22,3.09,0.919,ATH,3518,253148,2012-2013,https://www.eliteprospects.com/player/253148/erik-miksik,erik-miksik,CCHL2
EOJHL,Dallas Slack,23,3.06,0.9109999999999999,ATH,3518,97724,2012-2013,https://www.eliteprospects.com/player/97724/dallas-slack,dallas-slack,CCHL2
EOJHL,Mack Frere,14,4.64,0.899,BRO,5683,286241,2012-2013,https://www.eliteprospects.com/player/286241/mack-frere,mack-frere,CCHL2
EOJHL,Nathan Peters,39,4.09,0.887,BRO,5683,127500,2012-2013,https://www.eliteprospects.com/player/127500/nathan-peters,nathan-peters,CCHL2
EOJHL,Quade Smoke,13,3.52,0.893,CHA,6851,193676,2012-2013,https://www.eliteprospects.com/player/193676/quade-smoke,quade-smoke,CCHL2
EOJHL,Robbie Chapman,7,3.45,0.883,CHA,6851,802954,2012-2013,https://www.eliteprospects.com/player/802954/robbie-chapman,robbie-chapman,CCHL2
EOJHL,Alex Boileau,26,4.43,0.877,CHA,6851,743940,2012-2013,https://www.eliteprospects.com/player/743940/alex-boileau,alex-boileau,CCHL2
EOJHL,Gianmarco De Meis,16,3.03,0.9159999999999999,CLA,24541,78271,2012-2013,https://www.eliteprospects.com/player/78271/gianmarco-de-meis,gianmarco-de-meis,CCHL2
EOJHL,Ryan McLaughlin,7,2.77,0.9129999999999999,CLA,24541,117939,2012-2013,https://www.eliteprospects.com/player/117939/ryan-mclaughlin,ryan-mclaughlin,CCHL2
EOJHL,Nicholas Newport,17,3.08,0.907,CLA,24541,206767,2012-2013,https://www.eliteprospects.com/player/206767/nicholas-newport,nicholas-newport,CCHL2
EOJHL,Erik Plumadore,5,4.43,0.887,CLA,24541,150122,2012-2013,https://www.eliteprospects.com/player/150122/erik-plumadore,erik-plumadore,CCHL2
EOJHL,Drew Lawson,31,3.03,0.9109999999999999,GAN,6240,77966,2012-2013,https://www.eliteprospects.com/player/77966/drew-lawson,drew-lawson,CCHL2
EOJHL,Ryan Kaszuba,14,3.64,0.893,GAN,6240,241166,2012-2013,https://www.eliteprospects.com/player/241166/ryan-kaszuba,ryan-kaszuba,CCHL2
EOJHL,Michael Walker,6,4.44,0.8690000000000001,GAN,6240,225289,2012-2013,https://www.eliteprospects.com/player/225289/michael-walker,michael-walker,CCHL2
EOJHL,Ryley Saumure,0,0.0,0.0,GAN,6240,758853,2012-2013,https://www.eliteprospects.com/player/758853/ryley-saumure,ryley-saumure,CCHL2
EOJHL,Jean-Phillppe Charbonneau,22,2.86,0.915,GAT,10381,737323,2012-2013,https://www.eliteprospects.com/player/737323/jean-phillppe-charbonneau,jean-phillppe-charbonneau,CCHL2
EOJHL,Jean-Philippe Giroux,16,2.62,0.912,GAT,10381,128872,2012-2013,https://www.eliteprospects.com/player/128872/jean-philippe-giroux,jean-philippe-giroux,CCHL2
EOJHL,Marc-André Charron,7,2.73,0.904,GAT,10381,93409,2012-2013,https://www.eliteprospects.com/player/93409/marc-andre-charron,marc-andre-charron,CCHL2
EOJHL,Michael Shaheen,1,0.0,1.0,MET,6310,737779,2012-2013,https://www.eliteprospects.com/player/737779/michael-shaheen,michael-shaheen,CCHL2
EOJHL,Eric Drouin,32,3.44,0.887,MET,6310,605236,2012-2013,https://www.eliteprospects.com/player/605236/eric-drouin,eric-drouin,CCHL2
EOJHL,Benoit Larocque,4,4.8,0.878,MET,6310,732345,2012-2013,https://www.eliteprospects.com/player/732345/benoit-larocque,benoit-larocque,CCHL2
EOJHL,Ryan McLaughlin,12,4.05,0.848,MET,6310,117939,2012-2013,https://www.eliteprospects.com/player/117939/ryan-mclaughlin,ryan-mclaughlin,CCHL2
EOJHL,Jordan Vachon,1,8.43,0.7140000000000001,MET,6310,207918,2012-2013,https://www.eliteprospects.com/player/207918/jordan-vachon,jordan-vachon,CCHL2
EOJHL,Mickael Dion,20,5.3,0.8690000000000001,MOR,9176,317102,2012-2013,https://www.eliteprospects.com/player/317102/mickael-dion,mickael-dion,CCHL2
EOJHL,Ryan Cooper,19,6.32,0.861,MOR,9176,218068,2012-2013,https://www.eliteprospects.com/player/218068/ryan-cooper,ryan-cooper,CCHL2
EOJHL,Joey Lamarch,3,11.05,0.8059999999999999,MOR,9176,802972,2012-2013,https://www.eliteprospects.com/player/802972/joey-lamarch,joey-lamarch,CCHL2
EOJHL,Zack Frawley,1,17.65,0.688,MOR,9176,802973,2012-2013,https://www.eliteprospects.com/player/802973/zack-frawley,zack-frawley,CCHL2
EOJHL,Matt Couvrette,24,2.43,0.915,OTT,7155,78209,2012-2013,https://www.eliteprospects.com/player/78209/matt-couvrette,matt-couvrette,CCHL2
EOJHL,Erik Plumadore,6,2.97,0.909,OTT,7155,150122,2012-2013,https://www.eliteprospects.com/player/150122/erik-plumadore,erik-plumadore,CCHL2
EOJHL,Coady Edwards,5,4.24,0.855,OTT,7155,130651,2012-2013,https://www.eliteprospects.com/player/130651/coady-edwards,coady-edwards,CCHL2
