season_stage,player,gp,gaa,svp,team,teamid,playerid,year,url,shortname,league
Regular Season,Justin Lafrance,17,5.13,0.895,ATH,3518,479874,2019-2020,https://www.eliteprospects.com/player/479874/justin-lafrance,justin-lafrance,CCHL2
Regular Season,Hayden Graboski,8,5.31,0.888,ATH,3518,579180,2019-2020,https://www.eliteprospects.com/player/579180/hayden-graboski,hayden-graboski,CCHL2
Regular Season,Ross Furgiuele,15,5.89,0.866,ATH,3518,718045,2019-2020,https://www.eliteprospects.com/player/718045/ross-furgiuele,ross-furgiuele,CCHL2
Regular Season,Brayden Kelso,28,3.18,0.9129999999999999,BRO,5683,424395,2019-2020,https://www.eliteprospects.com/player/424395/brayden-kelso,brayden-kelso,CCHL2
Regular Season,Nicholas Ciccarelli,17,3.09,0.9109999999999999,BRO,5683,503258,2019-2020,https://www.eliteprospects.com/player/503258/nicholas-ciccarelli,nicholas-ciccarelli,CCHL2
Regular Season,Philippe MacNab,4,3.76,0.8909999999999999,BRO,5683,722284,2019-2020,https://www.eliteprospects.com/player/722284/philippe-macnab,philippe-macnab,CCHL2
Regular Season,Brady McEwan,1,2.58,0.9229999999999999,CAR,24541,479814,2019-2020,https://www.eliteprospects.com/player/479814/brady-mcewan,brady-mcewan,CCHL2
Regular Season,Bradley Mitchell,20,2.98,0.888,CAR,24541,718046,2019-2020,https://www.eliteprospects.com/player/718046/bradley-mitchell,bradley-mitchell,CCHL2
Regular Season,Brody Bernard,31,3.15,0.884,CAR,24541,317498,2019-2020,https://www.eliteprospects.com/player/317498/brody-bernard,brody-bernard,CCHL2
Regular Season,Charlie Schenkel,1,4.35,0.9,CAS,6354,535827,2019-2020,https://www.eliteprospects.com/player/535827/charlie-schenkel,charlie-schenkel,CCHL2
Regular Season,Nicholas Campbell,26,2.96,0.8909999999999999,CAS,6354,299470,2019-2020,https://www.eliteprospects.com/player/299470/nicholas-campbell,nicholas-campbell,CCHL2
Regular Season,Zachari Racine,19,3.5,0.8740000000000001,CAS,6354,479859,2019-2020,https://www.eliteprospects.com/player/479859/zachari-racine,zachari-racine,CCHL2
Regular Season,Jackson Parsons,3,2.79,0.919,CHA,6851,526085,2019-2020,https://www.eliteprospects.com/player/526085/jackson-parsons,jackson-parsons,CCHL2
Regular Season,Ceili Picard,19,3.62,0.895,CHA,6851,479784,2019-2020,https://www.eliteprospects.com/player/479784/ceili-picard,ceili-picard,CCHL2
Regular Season,Dawson Irving,3,3.67,0.8909999999999999,CHA,6851,355186,2019-2020,https://www.eliteprospects.com/player/355186/dawson-irving,dawson-irving,CCHL2
Regular Season,Devon Popp,11,3.5,0.858,CHA,6851,580648,2019-2020,https://www.eliteprospects.com/player/580648/devon-popp,devon-popp,CCHL2
Regular Season,Cole Eakins,7,4.64,0.856,CHA,6851,631356,2019-2020,https://www.eliteprospects.com/player/631356/cole-eakins,cole-eakins,CCHL2
Regular Season,Summy Mughal,12,4.64,0.852,CHA,6851,336806,2019-2020,https://www.eliteprospects.com/player/336806/summy-mughal,summy-mughal,CCHL2
Regular Season,William Nguyen,28,2.06,0.943,EMB,9755,413656,2019-2020,https://www.eliteprospects.com/player/413656/william-nguyen,william-nguyen,CCHL2
Regular Season,Felix Schnell,3,2.0,0.94,EMB,9755,509152,2019-2020,https://www.eliteprospects.com/player/509152/felix-schnell,felix-schnell,CCHL2
Regular Season,Marco Latassa,10,2.75,0.925,EMB,9755,201935,2019-2020,https://www.eliteprospects.com/player/201935/marco-latassa,marco-latassa,CCHL2
Regular Season,Joshua Paradis,2,2.5,0.909,EMB,9755,684470,2019-2020,https://www.eliteprospects.com/player/684470/joshua-paradis,joshua-paradis,CCHL2
Regular Season,Joshua Ivanski,1,2.0,0.9,EMB,9755,339167,2019-2020,https://www.eliteprospects.com/player/339167/joshua-ivanski,joshua-ivanski,CCHL2
Regular Season,Ty Lalonde,0,0.0,0.0,EMB,9755,575649,2019-2020,https://www.eliteprospects.com/player/575649/ty-lalonde,ty-lalonde,CCHL2
Regular Season,Caleb Gervais,0,0.0,0.0,EMB,9755,409637,2019-2020,https://www.eliteprospects.com/player/409637/caleb-gervais,caleb-gervais,CCHL2
Regular Season,Ryan Whitehurst,26,2.29,0.935,OTT,7155,442091,2019-2020,https://www.eliteprospects.com/player/442091/ryan-whitehurst,ryan-whitehurst,CCHL2
Regular Season,Conor Corrigan,18,2.97,0.9059999999999999,OTT,7155,300746,2019-2020,https://www.eliteprospects.com/player/300746/conor-corrigan,conor-corrigan,CCHL2
Regular Season,William McEvoy,20,2.07,0.9229999999999999,OTT,6850,413653,2019-2020,https://www.eliteprospects.com/player/413653/william-mcevoy,william-mcevoy,CCHL2
Regular Season,Brent Pledge-Dickson,24,2.55,0.919,OTT,6850,325950,2019-2020,https://www.eliteprospects.com/player/325950/brent-pledge-dickson,brent-pledge-dickson,CCHL2
Regular Season,Connor Shibley,0,0.0,0.0,OTT,6850,479782,2019-2020,https://www.eliteprospects.com/player/479782/connor-shibley,connor-shibley,CCHL2
Regular Season,Colby Drummond,1,2.92,0.935,PER,6846,336916,2019-2020,https://www.eliteprospects.com/player/336916/colby-drummond,colby-drummond,CCHL2
Regular Season,Alex Zoutis,33,2.46,0.92,PER,6846,299570,2019-2020,https://www.eliteprospects.com/player/299570/alex-zoutis,alex-zoutis,CCHL2
Regular Season,Justin Lafrance,7,3.01,0.9009999999999999,PER,6846,479874,2019-2020,https://www.eliteprospects.com/player/479874/justin-lafrance,justin-lafrance,CCHL2
Regular Season,Matthew Maas,6,2.85,0.898,PER,6846,564103,2019-2020,https://www.eliteprospects.com/player/564103/matthew-maas,matthew-maas,CCHL2
Regular Season,Dylan Dallaire,22,2.86,0.915,REN,6434,485883,2019-2020,https://www.eliteprospects.com/player/485883/dylan-dallaire,dylan-dallaire,CCHL2
Regular Season,Ethan Lapenskie,25,3.01,0.907,REN,6434,469933,2019-2020,https://www.eliteprospects.com/player/469933/ethan-lapenskie,ethan-lapenskie,CCHL2
Regular Season,Ryan Broome,1,0.0,0.0,REN,6434,747472,2019-2020,https://www.eliteprospects.com/player/747472/ryan-broome,ryan-broome,CCHL2
Regular Season,Josh Lacelle,25,4.21,0.905,RIC,6849,676688,2019-2020,https://www.eliteprospects.com/player/676688/josh-lacelle,josh-lacelle,CCHL2
Regular Season,Darien Johnson,26,4.8,0.892,RIC,6849,270764,2019-2020,https://www.eliteprospects.com/player/270764/darien-johnson,darien-johnson,CCHL2
Regular Season,Anton Moshchensky,0,0.0,0.0,RIC,6849,509034,2019-2020,https://www.eliteprospects.com/player/509034/anton-moshchensky,anton-moshchensky,CCHL2
Regular Season,Patrick Leaver,27,2.75,0.92,WES,9701,479813,2019-2020,https://www.eliteprospects.com/player/479813/patrick-leaver,patrick-leaver,CCHL2
Regular Season,Kaleb Griffin,22,3.39,0.899,WES,9701,424237,2019-2020,https://www.eliteprospects.com/player/424237/kaleb-griffin,kaleb-griffin,CCHL2
Regular Season,Joseph Weise,28,3.75,0.899,WHI,24543,525066,2019-2020,https://www.eliteprospects.com/player/525066/joseph-weise,joseph-weise,CCHL2
Regular Season,Darian McTavish,5,3.46,0.887,WHI,24543,355026,2019-2020,https://www.eliteprospects.com/player/355026/darian-mctavish,darian-mctavish,CCHL2
Regular Season,Andrew Cristea,3,6.76,0.865,WHI,24543,479781,2019-2020,https://www.eliteprospects.com/player/479781/andrew-cristea,andrew-cristea,CCHL2
Regular Season,Connor Carroll,14,5.47,0.847,WHI,24543,509175,2019-2020,https://www.eliteprospects.com/player/509175/connor-carroll,connor-carroll,CCHL2
Regular Season,Lucas de Vries,28,3.34,0.9109999999999999,WIN,5867,509670,2019-2020,https://www.eliteprospects.com/player/509670/lucas-de-vries,lucas-de-vries,CCHL2
Regular Season,Cole Defazio,21,3.97,0.9059999999999999,WIN,5867,710709,2019-2020,https://www.eliteprospects.com/player/710709/cole-defazio,cole-defazio,CCHL2
EOJHL,Tyler Desjardins,0,0.0,0.0,ALE,6623,507610,2020-2021,https://www.eliteprospects.com/player/507610/tyler-desjardins,tyler-desjardins,CCHL2
EOJHL,Tanner Gillies,0,0.0,0.0,ALE,6623,479860,2020-2021,https://www.eliteprospects.com/player/479860/tanner-gillies,tanner-gillies,CCHL2
EOJHL,Sebastien Quesnel,0,0.0,0.0,ALE,6623,413639,2020-2021,https://www.eliteprospects.com/player/413639/sebastien-quesnel,sebastien-quesnel,CCHL2
EOJHL,Braydon Prince,0,0.0,0.0,ARN,6848,608662,2020-2021,https://www.eliteprospects.com/player/608662/braydon-prince,braydon-prince,CCHL2
EOJHL,Porter Robertson,0,0.0,0.0,ARN,6848,508973,2020-2021,https://www.eliteprospects.com/player/508973/porter-robertson,porter-robertson,CCHL2
EOJHL,Jett Miller,0,0.0,0.0,ARN,6848,673051,2020-2021,https://www.eliteprospects.com/player/673051/jett-miller,jett-miller,CCHL2
EOJHL,Anton Moshchensky,0,0.0,0.0,ATH,3518,509034,2020-2021,https://www.eliteprospects.com/player/509034/anton-moshchensky,anton-moshchensky,CCHL2
EOJHL,Emerson Hunt,0,0.0,0.0,ATH,3518,508818,2020-2021,https://www.eliteprospects.com/player/508818/emerson-hunt,emerson-hunt,CCHL2
Regular Season,Jordan Papirny,54,2.61,0.91,BRA,857,84239,2015-2016,https://www.eliteprospects.com/player/84239/jordan-papirny,jordan-papirny,WHL
Regular Season,Logan Thompson,23,2.63,0.898,BRA,857,161070,2015-2016,https://www.eliteprospects.com/player/161070/logan-thompson,logan-thompson,WHL
M-Cup,Jordan Papirny,3,5.16,0.8390000000000001,BRA,857,84239,2015-2016,https://www.eliteprospects.com/player/84239/jordan-papirny,jordan-papirny,WHL
M-Cup,Logan Thompson,1,6.0,0.6,BRA,857,161070,2015-2016,https://www.eliteprospects.com/player/161070/logan-thompson,logan-thompson,WHL
Regular Season,Brendan Burke,7,1.97,0.9309999999999999,CAL,576,118579,2015-2016,https://www.eliteprospects.com/player/118579/brendan-burke,brendan-burke,WHL
Regular Season,Nik Amundrud,21,2.53,0.899,CAL,576,199900,2015-2016,https://www.eliteprospects.com/player/199900/nik-amundrud,nik-amundrud,WHL
Regular Season,Cody Porter,41,2.98,0.885,CAL,576,202388,2015-2016,https://www.eliteprospects.com/player/202388/cody-porter,cody-porter,WHL
Regular Season,Lasse M. Petersen,7,3.13,0.879,CAL,576,206837,2015-2016,https://www.eliteprospects.com/player/206837/lasse-m.-petersen,lasse-m.-petersen,WHL
Regular Season,Kyle Dumba,10,4.3,0.857,CAL,576,161089,2015-2016,https://www.eliteprospects.com/player/161089/kyle-dumba,kyle-dumba,WHL
Regular Season,Patrick Dea,46,3.01,0.895,EDM,1783,131330,2015-2016,https://www.eliteprospects.com/player/131330/patrick-dea,patrick-dea,WHL
Regular Season,Payton Lee,28,3.36,0.882,EDM,1783,155968,2015-2016,https://www.eliteprospects.com/player/155968/payton-lee,payton-lee,WHL
Regular Season,Alec Dillon,7,3.81,0.871,EDM,1783,120757,2015-2016,https://www.eliteprospects.com/player/120757/alec-dillon,alec-dillon,WHL
Regular Season,Carter Phair,1,3.0,0.833,EDM,1783,200708,2015-2016,https://www.eliteprospects.com/player/200708/carter-phair,carter-phair,WHL
Regular Season,Connor Ingram,61,2.61,0.922,KAM,725,200675,2015-2016,https://www.eliteprospects.com/player/200675/connor-ingram,connor-ingram,WHL
Regular Season,Dylan Ferguson,16,4.13,0.875,KAM,725,247471,2015-2016,https://www.eliteprospects.com/player/247471/dylan-ferguson,dylan-ferguson,WHL
Regular Season,Cole Kehler,0,0.0,0.0,KAM,725,199938,2015-2016,https://www.eliteprospects.com/player/199938/cole-kehler,cole-kehler,WHL
